id,method,factors,nobs,bias_withoutC_L2,bias_withoutC_L6,bias_withoutC_L8,bias_withoutC_L12,bias_withoutC_Ti8.b,bias_withoutC_Ti12.b,bias_withoutC_C1,bias_withoutC_Errvar2,bias_withoutC_Errvar6
75,DWLS,2,200,5.191027502891243,21.387753757845168,-5.624041159721011,-11.890102918360494,-2.50689082587111,0,1.7216186307129993,-8.007071477064713,-15.083003919668899
76,DWLS,2,200,-7.807961954531387,14.853305209366008,5.779762672693492,5.379340636648504,5.01535834647337,5.01535834647337,42.53998718302234,5.668031460734451,-20.02916945144078
77,DWLS,2,200,-8.125886404368135,7.258958040998335,-4.922938790487885,-17.668507747526498,3.76082876612559,11.3038540644565,-2.689756552408995,19.374824975464726,-10.751622469044996
78,DWLS,2,200,-0.7178184321867537,3.4121040682589996,-0.954687014448008,11.554341709168673,-1.2533469508069301,15.096921549677699,6.490642398673345,9.205787973290553,-26.965923045811564
79,DWLS,2,200,0.030998861053996296,12.275001974656846,2.5538375631746213,-11.110411573503825,-7.52698620998299,-1.2533469508069301,-26.007618585712,-6.698840962649438,-29.428159981281404
80,DWLS,2,200,-9.905412238460004,21.004688237970175,6.483188762586495,10.274397522979669,11.3038540644565,2.50689082587111,-1.8421613871153302,6.199623108076112,-37.70827113571984
81,DWLS,2,200,-8.84114583787325,4.718760696264664,-3.757774854090262,-25.68933960236683,3.76082876612559,-8.78448378958718,-15.097720915980995,55.87532497739307,-15.749754013500619
82,DWLS,2,200,-0.7774031411170029,-2.9870363765878336,-4.329284645149631,-4.694964936808987,2.50689082587111,12.566134685507398,-14.979487137870656,-3.2268363829886084,-19.101214118209377
83,DWLS,2,200,4.884498135077742,24.397718283607336,-2.369807079672756,3.7142752457500023,1.2533469508069301,-11.3038540644565,11.753538800557333,20.593346720594166,-32.11504714161219
84,DWLS,2,200,21.307931080764746,19.703536691387008,-0.6738851162652604,-2.2644315559784967,3.76082876612559,-12.566134685507398,16.98350104350634,-3.670388380507493,-25.18397426917891
85,DWLS,2,200,0.6902992034199945,10.228445319885168,-2.352469512010999,11.58382949694851,-1.2533469508069301,-7.52698620998299,-30.639085155940993,-12.724201720829445,-22.720888987707184
86,DWLS,2,200,-2.3293681723177557,24.557315409888833,0.28613952188086267,10.361912233912012,-6.27067779432138,-5.01535834647337,26.92222174057668,9.956113227399733,-24.062757404451723
87,DWLS,2,200,6.827864308914869,43.36451466943718,-5.171292682841375,-11.647901643457823,8.78448378958715,-2.50689082587109,41.14090907439768,-1.5222591074080498,-34.254686953942034
88,DWLS,2,200,-12.896755981671879,10.870023945325178,-6.7596084903952525,2.6078452468605113,-8.78448378958717,-10.043372051147,48.762489451307346,12.742477694063888,-32.762602250715155
89,DWLS,2,200,-7.646931741160628,-9.571064579107668,-8.305587223133376,-5.592051049674826,8.78448378958718,6.27067779432138,-4.298540395548001,-15.715686793113882,-26.797385819499063
90,DWLS,2,200,-12.93866610189888,26.259381145620342,-7.534841668681874,10.811787479177678,7.52698620998298,6.27067779432138,-16.328474313667,5.535744571601951,-22.656422162940782
91,DWLS,2,200,-3.1471255548240067,38.795778503236676,7.144111921317739,-6.67572876699583,6.27067779432138,7.52698620998299,49.18499189927733,-2.0485989583519477,-55.7408807564975
92,DWLS,2,200,6.264046592011116,20.28330491687584,-2.1494378738090014,-2.9739243190073372,-11.3038540644565,-18.9118426272792,54.24106559306934,5.432749429399725,-44.22197080037922
93,DWLS,2,200,-2.5881242396751243,32.888252619786506,1.552523429675365,-1.621938993764338,5.01535834647337,2.50689082587111,2.4288241046430126,-8.859419693558607,-18.48801693609828
94,DWLS,2,200,15.279218217750495,26.598619108884,3.101375357631622,-3.0650436559191605,15.096921549677699,1.2533469508069301,2.220951977225013,-1.4620504339241578,-38.65067149414
95,DWLS,2,200,-12.867625408166884,21.597637301111845,2.176052486293989,-10.46529191372799,-7.52698620998298,-12.566134685507398,-12.225696457849654,3.162651467470011,-9.05617889851688
96,DWLS,2,200,-6.767851802761127,8.619933624735177,-6.865733646163635,4.94349342865467,-7.52698620998299,-7.52698620998299,-9.280665903212324,-5.834313745508055,-20.68467469053625
97,DWLS,2,200,-1.3032051408205096,12.047046902080009,3.307490514877248,-2.6387919865756655,-15.096921549677699,5.01535834647337,21.39054794396833,0.04363487411861927,-25.39826623899656
98,DWLS,2,200,-4.0690619246828845,34.18547433578534,-3.012296069310874,-2.224398179114166,-2.50689082587109,-8.78448378958718,26.087658562204002,6.245180287268618,-29.871285769131568
99,DWLS,2,200,-1.619106663666006,21.12716845230217,-4.3175318987091345,10.112764185268501,7.52698620998299,6.27067779432138,46.15081072632834,0.9402173021997214,-21.211091986980158
100,DWLS,2,200,-15.771351337711126,27.424100856932,5.000496816311248,3.8679388691416627,-3.76082876612559,1.2533469508069301,44.347940025658005,-1.0179042801702742,-32.45526645789094
101,DWLS,2,200,3.730120675041748,37.14212778899601,-0.7298601234576318,-3.046335946275662,-16.3658486233141,-8.78448378958718,35.79161022736002,22.51754620306084,-51.479810064637036
102,DWLS,2,200,8.182016188039002,33.26095820070968,3.9998716908016263,4.575253835790179,1.2533469508069301,11.3038540644565,-7.20319426242666,0.16652793123888812,-40.1078236832236
103,DWLS,2,200,-2.69177195121538,34.7345169181345,9.659072880827873,-22.882297731294827,-8.78448378958717,-2.5068908258711002,43.561642200967,-6.235523649349721,-45.316943651009375
104,DWLS,2,200,0.07923934474324268,5.315719915955346,-11.314278546757011,7.825230958563005,3.76082876612557,2.50689082587111,48.542042649589334,14.802005474187501,-27.107848545542502
105,DWLS,2,200,-11.663393144157624,15.534467558563009,7.764213433894246,15.837961044570175,20.1893479141851,6.27067779432138,-0.7114643944050036,-3.29027936006666,-23.35193835443469
106,DWLS,2,200,2.195306584083248,14.372829845817503,-3.0976650915421344,-7.0396254404981695,-3.76082876612559,11.3038540644565,36.85672540574967,-15.24878828793555,-25.492998529345627
107,DWLS,2,200,-2.23977034382325,55.824793060132684,-2.1597333017928793,6.145854178591167,0,-6.2706777943213705,58.012755016958,7.796035915242499,-47.22545360491141
108,DWLS,2,200,-12.966013152576005,20.119723962400343,0.5010927695439926,2.50201584945801,3.76082876612559,0,-20.207686426730998,18.432110812984455,-33.54170615413828
109,DWLS,2,200,-7.153904668110375,29.2744322377325,5.962200472609244,9.409702353204338,13.8304207961404,5.01535834647337,2.200387863141344,2.084403294978622,-36.7854574766261
110,DWLS,2,200,-5.689158010464629,17.296482321714343,4.6410194773217475,10.471190267636008,15.096921549677699,20.1893479141851,69.24945131791432,14.561644473341396,-27.533086739272033
111,DWLS,2,200,-1.183087858365628,26.437408117831,7.590791225879495,-6.180956630715661,5.01535834647337,0,-8.17200660283666,3.026248046628886,-15.853142232324055
112,DWLS,2,200,-9.549333159531507,28.728648951438174,5.080446413192871,-7.277157517581993,-2.50689082587111,5.01535834647337,9.759618766733666,28.569283128002233,-31.993226784903595
113,DWLS,2,200,-6.828965230305503,29.721476348821497,9.746704005033996,1.9635792696845087,-8.78448378958717,-1.2533469508069301,36.76688692733834,-8.558254306266392,-49.88053042610594
114,DWLS,2,200,-2.2033249853836283,37.66693941408483,2.01456539421975,-10.676176736441667,-12.566134685507398,-5.01535834647337,42.40195656882467,7.17882761943778,-29.48802590798406
115,DWLS,2,200,-19.227453314655,19.83146476815284,-8.346439839642256,-3.595591142432834,12.566134685507398,11.3038540644565,-0.23108632002000196,9.039956410316677,-33.078068322819064
116,DWLS,2,200,-11.649485468673628,-2.730436115120823,0.5953752419971259,-2.1102381292511705,-7.52698620998298,-13.8304207961404,-23.097366451840003,20.87520790696695,2.65146841244953
117,DWLS,2,200,14.619955921723868,45.96369445250868,0.09424105676274219,0.6459514534840061,-3.76082876612559,-8.78448378958718,21.699789269064667,-16.00446188112167,-33.51141271108251
118,DWLS,2,200,10.06764511281974,19.006451409791996,-9.794160647867006,2.303350087965339,-2.5068908258711002,-11.3038540644565,28.066068464605003,11.698936582816952,-24.85998472902782
119,DWLS,2,200,-3.843759723616877,12.546372535709338,0.8512041194742442,4.507276881660675,3.76082876612559,-13.8304207961404,-14.011281599130326,-5.13180557452361,-22.39131363931329
120,DWLS,2,200,-13.117715926676876,11.415430593680831,0.6489137311772447,5.034761077614506,7.52698620998299,-21.4701568001745,-0.6734900210049929,9.919207741689446,-18.32819121889047
121,DWLS,2,200,6.984105237935495,13.215343519096498,-1.8003963058611239,-0.4125186589283292,11.3038540644565,-2.50689082587111,-2.676097865570659,-21.105673503635543,-21.24727443601922
122,DWLS,2,200,-17.27699357970551,6.482372611175846,-8.839703401468627,2.699134533842,8.78448378958718,8.78448378958718,6.737529251601335,9.405877598111388,-23.028527850369063
123,DWLS,2,200,17.078918545369,42.89235920858934,1.9877755272886128,-4.018680706945499,-11.3038540644565,-1.2533469508069301,-3.9156156619846545,-0.4445352908088852,-25.515459815379998
124,DWLS,2,200,8.852162961209872,33.75370394248534,-2.849003946486503,1.4150600192476641,18.9118426272792,12.566134685507398,19.182577888545346,16.003461448163065,-20.39536280207109
125,DWLS,2,200,-3.987883914482751,19.890754836666673,4.5063172064228745,0.12624219365816222,6.27067779432138,0,40.54742915648835,32.29746143343611,-24.287599138054684
126,DWLS,2,200,-13.751728081271382,4.935951143654009,5.089952966646994,1.6588468680513446,1.2533469508069301,-1.2533469508069301,-37.67262974121667,7.11797423069945,-19.38942358812
127,DWLS,2,200,0.724038116914863,28.993400232719512,-3.0020958009641245,0.5903987498110016,1.25334695080694,0,13.230464474370004,2.312009751563886,-34.109463952717654
128,DWLS,2,200,-8.981801563541502,23.235709648392834,0.06012112286286897,4.837419941553844,16.3658486233141,6.27067779432138,26.779150813678342,5.7456648456561155,-44.46261673547078
129,DWLS,2,200,6.221325192316371,41.325346426477175,4.323635116097749,7.020489725953169,-8.78448378958718,-3.13847678344246e-15,38.525795060330346,12.350958103213342,-53.08468363606343
130,DWLS,2,200,-5.44345802609951,24.723896895896676,9.995983093098875,-7.2195239848794985,-7.52698620998299,3.76082876612559,65.34974541316667,12.15764919045806,-38.40034486879063
131,DWLS,2,200,2.274999692105623,29.74839598089768,5.149879038233496,3.6349362813038284,16.3658486233141,11.3038540644565,-14.26533585282099,-10.792223479828047,-38.863128180106564
132,DWLS,2,200,-3.6249744279838874,37.894481194266675,3.80635410410099,5.372948582081668,20.1893479141851,6.27067779432138,27.459378698953675,27.014482803921126,-35.17719754331141
133,DWLS,2,200,-2.357232385942126,1.0406415609385082,2.4740935471611185,-15.422201755664,10.043372051147,-7.52698620998299,15.927350768025669,2.58249498843501,-3.13020931165954
134,DWLS,2,200,11.291810396215116,32.575221585871006,-1.4432606802955021,-1.172734472815166,-1.2533469508069301,11.3038540644565,2.107676901353328,14.6409526502775,-20.346951231852184
135,DWLS,2,200,-4.375799490503887,11.395318299121678,-13.801843184388638,-12.008615901863658,11.3038540644565,-13.8304207961404,40.724513220040336,-6.150473312339721,-23.81755901759203
136,DWLS,2,200,16.11467350554262,16.772920720151667,-4.327435710701752,0.9260332843900043,10.043372051147,10.043372051147,18.162539440628013,-15.671894732984434,-4.697487177653445
137,DWLS,2,200,-10.615457197080625,24.468773231962338,3.6733803094772393,-11.10441849286183,-10.043372051147,5.01535834647337,-17.819644189983,13.024024291281117,-12.554910290264385
138,DWLS,2,200,3.614969339331614,30.748085810999342,1.7036271682455002,-2.2569235891123363,5.01535834647337,-6.27067779432138,-11.152239299621336,-18.28475410274778,-14.877874603639057
139,DWLS,2,200,-10.94178162286176,15.782820306055342,4.300850234610742,-0.8118718544635011,6.27067779432138,10.043372051147,45.63727647732866,13.563462935889175,-20.9124194771825
140,DWLS,2,200,-2.0288961371842524,25.568106193808337,1.2175950259273733,5.209666676247338,-2.50689082587111,-5.01535834647337,-20.90541783852233,-11.912133004366938,-28.181641163940625
141,DWLS,2,200,8.82345907272812,25.341171576584166,3.109645852490739,11.81749783802751,-3.76082876612559,2.50689082587111,78.20044520725635,9.636701182680834,-35.13829205579328
142,DWLS,2,200,-7.002737682321874,-16.896438143556995,5.712915853646999,-2.411915271999003,-18.9118426272792,-2.50689082587111,-9.083543202200321,-6.286120093099716,0.40893157521062345
143,DWLS,2,200,-5.164522328481261,15.559844151020503,1.4543621130403694,6.050162813385329,8.78448378958718,-5.01535834647337,30.899896225057343,-2.142061999796663,-23.251321804619533
144,DWLS,2,200,-4.5670628057395,7.007071941700342,-11.443699148941624,-19.579124266312327,7.52698620998299,15.096921549677699,27.042154954893338,-4.7544037743261125,-19.157928604471714
145,DWLS,2,200,6.962257642610617,10.928145620482832,-3.355284537859382,4.180785526136174,13.8304207961405,-2.50689082587111,2.982163422758329,23.650417405367506,-36.67484053070594
146,DWLS,2,200,-3.5962909303806354,21.160547121376847,-5.28081063840713,11.119334183136006,-15.096921549677699,-1.2533469508069301,-14.058220695453002,-7.454440761048612,-30.035283453056877
147,DWLS,2,200,-9.947583197014511,10.993790771588667,-0.6805163500500089,-4.23668579983133,-5.01535834647335,0,21.187790006741334,-3.759825205216104,-33.10895646868141
148,DWLS,2,200,1.4164426788641216,27.368293789344673,0.8772305607336189,5.5674918833286675,-11.3038540644565,-5.01535834647337,11.525688656893667,2.7734294517108324,-31.065231739362964
149,DWLS,2,200,-14.23215265452675,16.03798640329501,3.3770501778094957,-5.48154456657866,10.043372051147,-3.76082876612559,-7.045192114235988,8.382696901222506,-19.332763898409073
150,DWLS,2,200,-9.36013311537763,22.013723297669337,0.17862169669799477,-14.074915349745828,-24.0426031142308,-25.33471031358,47.360767459058,-22.662098865964435,-28.947496177157188
151,DWLS,2,200,3.5899459606554966,33.575871753283174,-2.307207499789632,5.524326198778666,15.096921549677699,-10.043372051147,20.53994265132268,10.522532922619723,-34.30821681062781
152,DWLS,2,200,3.098413358325863,37.07219042633618,-0.09418346782474885,17.752960895994672,-5.01535834647337,1.2533469508069301,54.63636391419967,14.440490218913899,-42.32412913619829
153,DWLS,2,200,-5.808176450534885,14.40024361598084,-2.972203214625005,-2.3635961882413348,10.043372051147,-13.8304207961405,5.950918891209005,26.50690859439639,-36.126256420493746
154,DWLS,2,200,-3.239250427132884,4.423205376964667,4.807428977111991,-22.451449283627493,0,7.52698620998299,12.213496086049677,5.0899491939149994,-28.58664825673516
155,DWLS,2,200,-6.677411682983636,15.48436612233517,2.6427696924809925,-2.4362780663236645,-12.566134685507398,-5.01535834647337,60.48166504450169,12.463704242322788,-24.532411297630937
