id,method,factors,nobs,bias_withC_L_SE2,bias_withC_L_SE6,bias_withC_L_SEa,bias_withC_L_SE8,bias_withC_L_SE12,bias_withC_T_SEi8.b,bias_withC_T_SEi12.b,bias_withC_C_SE1,bias_withC_Errvar_SE2,bias_withC_Errvar_SE6
667,PML,6,200,-2.528293693045015,-1.9445242784714483,-2.6339530295648195,-2.790002526835067,-2.0186164469559724,-2.055565739367822,-2.1759265674075907,-2.538256166806758,-0.7626322816356758,-1.2445301454291458
668,PML,6,200,-1.8727030374585736,-1.1938132766750882,-2.3109509390438787,-1.0014394697457372,-2.883340038627682,-2.0580395356465124,-2.1810542291822306,-1.4364429577618472,0.3957992553298644,0.0665321620138444
669,PML,6,200,-0.9589852965027637,-2.3742207818461183,-2.8387694577555584,-2.8521361001180274,-1.3009837546245024,-2.056393739517141,-2.2021799079611006,-0.6471593367233068,-0.4677442733140059,-2.596290029065246
670,PML,6,200,-0.9694959865787542,-2.061481090854179,-1.8528261777635286,-1.5093262421903473,-1.9531243440590726,-2.0595791417898925,-2.1773039287778,-1.4153387304444673,0.42692683219327443,-1.477517387793306
671,PML,6,200,-2.2303715571270843,-1.1370475171714183,-1.1746803013011093,-0.6481412382884473,-1.5651944732439118,-2.0560262571705126,-2.1853036922007005,-2.122205122045657,-0.6342826063416462,-0.182162671584616
672,PML,6,200,-1.1342808724028042,-1.703505132497459,-1.4462622899053097,-2.1363890697356474,-2.9356645361894826,-2.0867219841705116,-2.182999649028311,-1.4909008336128773,-0.7719372519120659,-0.7036027084979759
673,PML,6,200,-0.194347422291144,-1.2319342658401184,-1.3302815803147092,-1.4955383510845874,-2.404861152428022,-2.057770614916042,-2.1772054554287115,-1.777637451294837,0.2763456632693742,-0.6057930409422756
674,PML,6,200,-0.7101328581681541,-2.101058750053809,-3.0819524158110587,-1.8841300666887772,-2.9451116298191327,-2.0629955404519325,-2.260277763686061,-1.2383504116242678,-0.3915051192956556,-1.7379943533361752
675,PML,6,200,-1.3860495383873634,-1.357057020383979,-1.6736568671963485,-2.0178527897419474,-3.0659993751115424,-2.0574563695576726,-2.1797531566260004,-1.450816059498538,-0.26257106138293584,-0.689053908248926
676,PML,6,200,-1.6447189603007137,-1.6903042019203487,-1.3945326657244093,-0.15891998151848774,-1.6567859979959318,-2.0747593442954724,-2.198587710400071,-1.1630691515080873,-0.5900637265340757,-1.712420239733846
677,PML,6,200,0.02040861289503565,-1.4834588036256182,-2.175676734934199,-1.6389538488204076,-2.192945375119352,-2.0616143453080924,-2.2217754263066407,-1.386989556651467,-0.46703630824001596,-1.3798938390932256
678,PML,6,200,-2.7189524184456437,-0.5608212440238889,-2.2100330673358792,-1.2279072429559474,-3.6266325270382227,-2.0652964730633423,-2.193169677805651,-1.094477298987038,-0.543634751829196,-1.152646496285796
679,PML,6,200,-1.125323161719144,-0.7927948654175586,-1.4871031321468295,-1.6354022666025474,-1.9603005540252523,-2.0597116756175318,-2.1786245535239805,-1.927319973978777,0.44375140113284417,-0.09058063759118593
680,PML,6,200,-1.1455469097989543,-1.0303412969711192,-0.719297034123699,-0.7885877502082077,-2.102119517351623,-2.064131456434322,-2.182380099779731,-1.6524396458717567,-0.13852036246668614,-0.8844925527926456
681,PML,6,200,-1.0329843377796841,-2.539032929307699,-3.5375296731261794,-0.6844043328726173,-3.131565631317492,-2.0550000857699215,-2.1882420216115013,-0.8222305153041072,-0.37651312305822593,-1.3016055550705459
682,PML,6,200,-1.3895174634830136,-0.9961395239247294,-1.4646606513893885,-0.3775820027288872,-1.490503864113992,-2.0561628921135418,-2.1968356210054703,-1.299718883989657,-0.843013887589976,-1.343196874990886
683,PML,6,200,-1.3392664736462243,-2.1390168472646987,-1.5104966891601395,-0.3759215509438474,-1.4863602521079815,-2.0969065666961715,-2.206622505755071,-1.8276079638968872,0.12530060254285422,-1.3798091857952763
684,PML,6,200,-1.2024242925294935,-2.724001715906079,-2.6354891785757193,-1.4259739160928078,-2.322078084621832,-2.053887605747082,-2.1833760132270106,-1.2728383075086966,-0.6165947273682159,-2.5543865651984756
685,PML,6,200,-1.1047008358895742,-1.783647743030959,-2.0466461090271193,-1.3503539862168172,-2.776322195533692,-2.0797366021817822,-2.1839071883205206,-1.8608236396630167,-0.6996956960100262,-1.2477878745276858
686,PML,6,200,-0.39906700443741383,-1.7425628150788484,-1.4741638681652993,-1.297231023091317,-2.126057838603592,-2.0595009378893914,-2.1858710493014217,-1.5965719668267369,0.3013473850075742,-0.8653960264440659
687,PML,6,200,-1.4974826631228046,-1.9073631427640882,-0.8829925014820093,-0.2101254788896674,-1.6707076381492916,-2.051230445835152,-2.1761665836299016,-2.0001202861314673,0.07770772533149395,-0.842970846985426
688,PML,6,200,-0.8328088438375638,-1.3092696693999892,-1.914867169061369,-0.3160863343497772,-0.6944357660322621,-2.1018809978839315,-2.2283397515195107,-1.503249557572748,0.6260581395664939,-1.1853444975425662
689,PML,6,200,-1.5116723269710037,-1.2220570889912081,-1.6285992301132597,-0.9621924649139878,-2.5457595617678317,-2.0648384201507524,-2.1821374145622117,-2.538174646773037,-1.5082183231477058,-0.8702539268327459
690,PML,6,200,-2.128226436974324,-0.6985929836356486,-1.6696345176296292,-1.0308690744459073,-2.864538042458812,-2.0743141601141115,-2.190387880761681,-1.2061794000303974,-0.5697282064657756,-0.015926043836966136
691,PML,6,200,-2.326811413549854,-2.406849662087839,-1.008161549818639,-1.3665476933844574,-1.709296836376952,-2.1275169013073523,-2.1754147518197806,-0.9613131921825175,-1.3432936818530459,-1.7890828846147664
692,PML,6,200,-1.3394922644626044,-0.814640355261969,-0.7829464480277091,-1.8189999914049375,-1.3615037314815324,-2.057613789041242,-2.1878655392487416,-1.682007231685407,-0.8068136016332161,-0.893559007382546
693,PML,6,200,-2.830406972762244,-2.3067753535203592,-2.5261248013482693,-1.8809790103017774,-2.239381578963463,-2.089843280854742,-2.186030235571411,-1.551748439904658,-2.7808620100029864,-2.2502109868811457
694,PML,6,200,-1.1064361702379641,-1.5243831294940384,-0.8660811113557592,-1.0049573671367475,-1.2662906560844123,-2.0494542992455416,-2.1767591360811007,-2.301124693218257,-1.3206930434553066,-1.4490277545414765
695,PML,6,200,-1.2586236407930238,-1.5431388414518485,-1.4707871219608086,-1.3626875825940779,-0.925503694245132,-2.0568896360969022,-2.1817221924310903,-1.8087375595065076,-0.6191601815155157,-1.6055471318206658
696,PML,6,200,-1.5241760960276136,-1.6550104772030387,-2.398450645312069,-1.3383398019239676,-2.6042180884458817,-2.062128772101382,-2.185507691722101,-1.7803926615044576,0.21904236596578391,-1.6982035553218353
697,PML,6,200,-0.6256001656979843,-1.1261815776056485,-1.3038622068295196,-0.7763214187976674,-4.017780768386702,-2.122046685178641,-2.2064496092834007,-1.9888512473408373,0.200508856093954,-1.0306343201506558
698,PML,6,200,-1.6104682030427746,-1.045034998979289,-1.3825447692899193,-0.7913921829011273,-1.5104719352857225,-2.0553521863192814,-2.1787617225277014,-1.7067326454313172,-0.5462663122380862,-0.3611146399537558
699,PML,6,200,-0.8758289758215638,-1.3481606955654792,-1.971567941682189,-0.7636302923055172,-2.2788221002418627,-2.0536607533883213,-2.219213767684411,-2.102216397434278,-1.1413672657096856,-0.3967383055837062
700,PML,6,200,-1.144519331055134,-1.7842199987768794,-2.0478297418913085,-0.28774088117257746,-1.8191925252762926,-2.0551627087076114,-2.1783385827422315,-0.589828687473417,0.21200681293261428,-1.4737750152231763
701,PML,6,200,-1.0932381700764542,-1.2468333741182787,-2.1283570709885282,-0.7107137045256777,-2.6049346518920427,-2.0678942888093923,-2.180107079580931,-2.1625551234837275,-0.1977725940304556,-2.6002352930885153
702,PML,6,200,-1.5220097208035335,-2.2400988204210193,-1.6431348558403385,-2.038096761409457,-2.676917035028612,-2.047328399772562,-2.1934476995243006,-1.3650925348838974,-0.19341791150435592,-1.785646316123686
703,PML,6,200,-1.7301188047649443,-0.8008596851387391,-1.5658451927381585,-0.8082241370406973,-2.4346277830758427,-2.061355805643232,-2.1982146473700115,-1.0586096906539075,-0.7340516661189962,-0.7574288840566857
704,PML,6,200,-1.0926133007723542,-1.8038795248724988,-1.8272768749794284,-2.1227733235613777,-1.0734768454456423,-2.050828822113472,-2.1795713688805005,-1.6377847355777277,0.02611274487321416,-2.1277538449133258
705,PML,6,200,-0.7976182832655339,-1.7046003053408192,-1.7582712860252085,-0.4075788576941977,-1.2493139386900423,-2.075723040400182,-2.1753535359654506,-0.9537429639868679,0.8240724749501244,-1.009887143902026
706,PML,6,200,-0.9790415300042938,-2.927435759395109,-2.269082453829289,-1.6775287042106777,-0.9748754018971122,-2.0575221531900514,-2.208883570274181,-2.714964182576237,-0.8440465154546759,-3.035082506902416
707,PML,6,200,-1.095241270613384,-2.0172080682337494,-2.0633419956471895,-0.5601933801243477,-2.231741882249082,-2.0502859168336816,-2.2093609868978015,-1.4826137688649272,-0.7940191144370459,-1.1392900510138158
708,PML,6,200,-0.584348246623194,-1.5338444585003588,-1.1138022527448992,-1.2075984441991274,-3.2508978346389625,-2.0627255311688923,-2.203433268789201,-3.4221382692303077,0.3275035508381242,-0.4425087693566962
709,PML,6,200,-1.103827039196824,-1.1332249854728895,-2.0409999469089786,-2.7736920228677673,-1.1121063856826423,-2.0516223050520215,-2.1763208368514113,-1.650153880728717,-0.916241627371496,-1.324738129255236
710,PML,6,200,-1.6461749176820146,-0.9284799167080089,-2.3779798788061393,-0.7899973574695373,-2.022628827737342,-2.0596102423759923,-2.1948464568792403,-1.7512443176349375,-1.5112808255953651,-2.3334157195178964
711,PML,6,200,0.3667937840966459,-1.2907801150977192,-1.9235275650451986,-1.4892144248992571,-2.461908766694342,-2.069100384261752,-2.1754991418033414,-1.928974997626167,0.9631029890858039,-0.9580457453064961
712,PML,6,200,-1.5405352995121642,-1.7055650860704783,-1.972248817453489,-1.278189582758727,-2.5617741300099923,-2.0643477836161312,-2.1786069920916304,-2.0284493337815768,-0.8456045942460959,-0.7108215415543462
713,PML,6,200,-1.3873563315139843,-3.0844753275655092,-2.333659497160089,-0.6164432406103072,-2.701326550470463,-2.0659718728510024,-2.1762511636987005,-0.5341536040814977,-1.0121097431876558,-1.275841371768356
714,PML,6,200,-0.5111723872356838,-2.0244408086083694,-2.338623640868149,-0.1451324380929271,-1.6931502695546627,-2.0615059166488923,-2.1760770425008418,-1.155107837617047,0.5061309733968039,-1.5829495814801462
715,PML,6,200,-0.5112325196509739,-0.7866252189987689,-2.1184381273350894,-1.5053035131044772,-1.049524693549142,-2.068138769578802,-2.1783095332838607,-1.9192319166568876,-0.3730138746352356,-0.7656634398117659
716,PML,6,200,-0.539710106300624,-0.765450918809129,-1.2953620430832389,-1.3919409941092074,-2.7790678090073926,-2.058208751968042,-2.1775028767298115,-0.6240154999845766,1.4036227026504742,-0.2852793976638658
717,PML,6,200,-0.966999168338184,-1.1246976570574587,-1.3732594102787592,-1.8587026082876872,-2.4527088057286615,-2.055085876944762,-2.1775511080193515,-1.2896835230630879,-1.004535958279746,-0.6764380881314057
718,PML,6,200,-2.0010961329399843,-0.735499859193399,-1.7483616846401187,-1.1454212995917374,-1.6538105940737617,-2.071926255147352,-2.2165802407878106,-2.669403562696767,-1.0477470579340058,-1.5164278332372354
719,PML,6,200,-1.059705342189384,-1.0668934637792789,-1.5716488226278988,-0.01179112546310715,-2.6668034620767522,-2.045853994204552,-2.1781190022842707,-0.8112262995644471,0.6844687182907039,-0.8011489003011761
720,PML,6,200,-1.238666469547254,-1.8584644636174992,-0.7816687781589893,-1.4836556108709473,-1.1728263637968521,-2.0572253034713923,-2.180139745670531,-1.9344563410967872,-0.8022636603912157,-0.3241698016242862
721,PML,6,200,-0.9246074163459843,-0.7723160702570987,-1.5032571941282693,-0.7789356543800376,-1.4509884389334224,-2.0547029642546315,-2.1804759407071717,-2.7840197859266467,-0.2767952832230858,0.042350884570183794
722,PML,6,200,-2.1576682271676937,-0.3366803361685086,-1.1540112505125988,-1.7335115967888677,-2.4901220863445728,-2.0555051480212914,-2.2061152800720905,-2.310419418222968,-0.663842299532006,-0.6934284073981257
723,PML,6,200,-0.8087511900381643,-2.668252432370708,-2.5153476378804585,-1.2231132621778475,-1.463703460046572,-2.0493510007258116,-2.1926033799676503,-1.0411761963428876,0.014437888723174003,-0.6607284748697859
724,PML,6,200,-1.7214748678800942,-1.2326656984185482,-1.159831928003259,-0.15685527490740744,-1.3248348800350924,-2.058812075933812,-2.172252238364461,-1.5246139967446968,-1.6222702960295154,0.020774459999724215
725,PML,6,200,-1.489160284026734,-0.8368454000079191,-1.181026510422209,-0.0180747351389475,-1.0574421717870521,-2.0611786537670014,-2.191837736888211,-0.8384002396680669,-1.9428196798528765,-1.283890698395896
726,PML,6,200,-1.5102406457720146,-1.1991424745379584,-1.4194904170102793,-2.0279340832877475,-3.8429914093136417,-2.0612933012958026,-2.186740109658171,-0.8689831176026473,-0.7170601211331257,-2.066610948361716
727,PML,6,200,-1.7138967773332534,-1.6214326845659481,-2.328408042337989,0.08556892017974257,-1.6301704144841715,-2.079392666592682,-2.192305434888521,-1.4534864011706567,-0.491913757374296,-0.05937380284806587
728,PML,6,200,-2.2494475591144836,-1.933561817726829,-1.524731941253659,-1.6233258890041173,-2.3068519088464625,-2.0527311012504117,-2.1959752494323013,-1.256048114608397,-1.3348717653922066,-1.0643597646759955
729,PML,6,200,-0.757037352108534,-0.7862683500936989,-1.3175281354799098,-2.9084387898848276,-1.7835663901549719,-2.0566419140241115,-2.1813203636234304,-2.320741127550797,0.5203587514752743,-2.111536292048516
730,PML,6,200,-1.7345683257261637,-1.2326168712755194,-2.291962625576239,-2.437077465657477,-2.2503685396626123,-2.058713047248892,-2.1841226566135616,-1.3766151906835868,-1.1135106330866562,-0.9177073489727856
731,PML,6,200,-1.480545368636684,-1.862863556129419,-1.5328943621001296,-1.5237997702764274,-0.28440697577427204,-2.0622769470963016,-2.210043084686281,-0.4717527598782877,-0.4220114467849159,-0.25259882046305626
732,PML,6,200,-2.3282262031522136,-1.5119001514313093,-1.695192407343319,-0.7260371915209674,-1.285078327946982,-2.0628719731941123,-2.1749478102391016,-1.6291255884316271,-1.0475684644885062,-0.7416907766878762
733,PML,6,200,-0.6323130109903943,-1.529780162808749,-1.2263999220096793,-0.35346987126566726,-0.6435564785124124,-2.076903931128872,-2.2514652532598616,-1.1457041661716774,-0.37440190186679573,-1.1026228867133059
734,PML,6,200,-1.0339519944545843,-0.9655328901840683,-1.7536331049171092,-0.1849934787441776,-1.222165096743212,-2.055767855004012,-2.1727407993300405,-1.0992268390938371,0.035191689160274375,-1.4315927753632858
735,PML,6,200,-0.5621336998519237,-1.2095671595494288,-1.4212797016951293,-1.5189972238690972,-2.5819252939407322,-2.1064777014152423,-2.19423286332408,-1.935228452091218,-0.12731080345936563,-0.8308129680147762
736,PML,6,200,-0.9900601847959143,-1.0257792342934688,-1.8062449690004292,-0.8988239655221775,-2.620817686702052,-2.065146257679662,-2.1773963338395013,-1.5772911461675274,-0.8276973872942357,-0.7041263107687559
737,PML,6,200,-0.6569746033124837,-1.7670597404462882,-2.0508078787583894,-2.2949654643255775,-1.1041516830962426,-2.0567696347463222,-2.1817820086161106,-2.275983167584777,-0.031530253274775905,-2.0995379679829855
738,PML,6,200,-0.8445064334810841,-3.2070360684272083,-2.570458486577789,-1.2214661006932575,-2.6178715244460826,-2.0759574887254924,-2.1787770134474513,-1.0989072844386278,-0.08395275923384557,-2.2708005516028766
739,PML,6,200,-0.8543091413597541,-1.0257055536772788,-1.7151813495287487,-0.6154096435398375,-1.2919603362622218,-2.1485768642433416,-2.1857330464533615,-2.866875963475358,-0.5349907475889661,-2.017923928610646
740,PML,6,200,-1.6563982154499133,-0.6354540931916286,-1.3179136347712597,-1.4228907912698776,-1.6271289469578516,-2.076754980870632,-2.1780158966316314,-2.857782284113967,-0.763393590413406,-0.20523945640840563
741,PML,6,200,-1.2240299555686542,-0.7456506768689086,-1.2729125391167198,-1.6263337098441577,-2.3811798557521726,-2.0791470102718215,-2.1842801074672207,-1.6650017768841876,0.2030830701633242,0.0390561594332442
742,PML,6,200,-1.5557955510968842,-1.6676566238991781,-2.162442519891029,-2.396787846328107,-1.8281948109941917,-2.0870184760743316,-2.177374226553261,-1.7825695690547378,-1.4766588088490864,-1.7026300396201357
743,PML,6,200,-1.1217739925648944,-2.328728197178579,-2.674182335834329,-1.9035648377457774,-2.7075553798367924,-2.057985107255622,-2.1915769277986814,-0.3970112165643074,0.5205811211999742,-1.0212171993193762
744,PML,6,200,-1.0124949948942439,-2.6885394513833085,-1.9003900389203596,-0.5333462349220774,-1.848975001772892,-2.0695837260288217,-2.1886934202842614,-2.8084825221308374,-0.22634262935857588,-1.1676137153525759
745,PML,6,200,-1.2274211228915735,-1.7307420129122681,-1.7831098640645395,-2.032724057545617,-3.411740191176852,-2.0680133795855316,-2.1859286846388715,-2.160724886700247,-0.28622471416835593,-0.5238592332507362
746,PML,6,200,-2.6834274660642845,-1.8135076852020489,-1.8401691121450494,-0.8400126975792677,-0.6998318291274425,-2.0667420551310114,-2.1744141127625016,-1.0434928517764472,-0.10554883773985571,0.007095240636754291
747,PML,6,200,-0.93458785117699406,-1.3652172084728984,-1.2146565490592989,-0.14769447242969774,-0.951146993940992,-2.062672001468592,-2.181306757238391,-1.9577817067358776,0.14842684260661376,-1.4741401286279459
748,PML,6,200,-1.4314271014712145,-1.644688786205039,-1.9621180036959693,-1.7401856347845377,-2.2769348715812425,-2.0624874958707724,-2.1789296041137414,-1.8906342014949375,-0.4817226126397761,-1.393803781638356
749,PML,6,200,-1.6871620350850733,-0.2630188866736487,-1.220953132852439,-1.6968984199240775,-1.1319648447916018,-2.0535153090381426,-2.1790484282739513,-1.4071244249110375,-0.3644045788599157,-0.8409268319909458
750,PML,6,200,-0.08594548704466409,-2.0589530088822383,-2.1650356400578294,-1.6815658468566772,-3.4199219686494025,-2.061205383710782,-2.1937462703023214,-1.372271904490057,1.175397176132794,-2.0652386874969952
751,PML,8,200,-1.2948852031573637,-1.6283755002455387,-3.25054119457996,-1.2522958257147374,-2.301555638111082,-2.081606520743362,-2.1878935392311503,-1.4132501059589277,-0.46745464642053564,-1.7063684204139258
752,PML,8,200,-1.3845974645795838,-1.1418311422753493,-2.008702591007349,-1.3114370889856273,-1.6738707465120315,-2.0895391262166925,-2.2277376862818707,-2.091665059540398,-1.3301190666088356,-0.7750371829638857
753,PML,8,200,-0.9096744950845941,-1.5005569738373894,-2.0227749235330794,0.17731035783110222,-1.5018284984236816,-2.057417079894182,-2.22066446376246,-0.3850437179837872,0.060177676906424116,0.8742608860778038
754,PML,8,200,-0.7616313943376238,-1.6222695474025586,-1.818706850238009,-1.0654306338232278,-0.6337120823508722,-2.053084046265832,-2.1841492645210208,-0.8044809123522269,-1.514010905705386,-3.1570566415370953
755,PML,8,200,-1.617934886785364,-1.5700352005934095,-2.064934656425669,-0.8607671140003471,-0.7756317761967418,-2.0734173893065018,-2.183778446309831,-0.6167383612394474,-0.5373548887867862,-0.24422697019868614
756,PML,8,200,-1.8619127691441437,-2.0537408929433796,-1.6749167561822091,-1.1923322583123674,-1.6721710347876124,-2.0541302883288814,-2.177985553178051,-2.2905272136843076,-0.4018338598335759,-0.716870347666606
757,PML,8,200,-1.6102623828467535,-1.7184619748943593,-2.2744227993830184,-1.9252849392957274,-3.4960808474042016,-2.065138880080182,-2.1854830543196715,-1.3659103421242471,0.16683604239988437,-2.9385652442185566
758,PML,8,200,-1.2444324344431636,-1.153599355951799,-1.8181494424266496,-1.1551529009096277,-3.5425889378247124,-2.0661431286203418,-2.191196944751271,-1.577506243985257,-0.3269456086412256,0.5749979845680042
759,PML,8,200,-1.1739269068820544,-1.6277952185651887,-1.1241064528755993,-1.4421106380416577,-1.4372768692275224,-2.083151641959992,-2.2325839226213215,-1.9479050904530177,-1.4156772709324763,-0.9566676794614558
760,PML,8,200,-1.6020665371015534,-1.804039187660928,-2.4855191859006096,-1.8254895925064476,-1.6857969934987622,-2.0640593305828125,-2.1787335420597005,-2.4251200726669775,-0.6048738957377557,-1.2224907809832959
761,PML,8,200,-1.7407456770278045,-2.427501760400929,-2.0397102840021586,-0.6814084080790976,-1.7957895050996326,-2.060408697446851,-2.180596982822551,-1.7059111242848666,-0.2813290638447562,-1.6340047734283658
762,PML,8,200,-1.6557210207291444,-1.6100071524816386,-1.4501432535917993,-2.172315536360508,-2.237909121036772,-2.0502909862988514,-2.1718227580255505,-1.3813302094256872,-0.974636261990356,-1.7934962413777664
763,PML,8,200,-1.9376415321366434,-2.3676511709524983,-2.624370131903659,-1.3510142588789575,-2.761267117253182,-2.0602653260206023,-2.1884480798130506,-0.5601242163374577,-1.049348070238676,-1.034060107622626
764,PML,8,200,-1.025427628862214,-0.9769223287564182,-2.6852299561749096,-1.6686034409968777,-2.8006591795346516,-2.1100878164427823,-2.20304801974778,-1.9657321604566478,-1.0696358738546858,-0.8172417794029656
765,PML,8,200,-1.4695189284582737,-0.928425673871109,-1.6276596308867193,-1.7025889827743674,-3.719633308174642,-2.060327270155572,-2.1814507444913604,-2.033759768747407,-0.39871710804706556,-1.232848596502846
766,PML,8,200,-1.529844740185484,-1.7954557824951292,-1.9275445869300294,-1.7372096978856075,-2.4360071494844724,-2.0810415763585626,-2.1832906383993307,-1.1065326009905279,-1.2200327623121157,-1.6362086078870963
767,PML,8,200,-1.6213739183508344,-1.0459182489293986,-1.508367801849319,-0.5997791830334075,-1.8326819059124817,-2.061554079758962,-2.1735277191011204,-2.5469206480455577,-0.823260919552226,-0.9184623625359156
768,PML,8,200,-1.2984112548136841,-1.6226640380979187,-3.1564690833196996,-1.3676614946765877,-3.8857897051470824,-2.0577251928921623,-2.1800960313897515,-2.639137497105077,-0.18999360840034618,-1.4123060050289058
769,PML,8,200,-2.165385804654264,-2.1450253792460288,-2.5872748847587688,-2.834780479407198,-1.8667894628265922,-2.0728862413600417,-2.1789114351092707,-1.978894141673187,-2.3089996534729167,-2.140384458141986
770,PML,8,200,-1.9032520017088335,-1.6947910915203293,-3.169636274480989,0.01171068433757222,-0.721336067705032,-2.049299641166402,-2.23035530594379,-2.031895234855837,-0.3862979009539962,-1.612916486281256
771,PML,8,200,-1.8156518687001335,-1.0930568540067291,-1.8449063927508995,-3.8920954838434776,-2.7164071644687824,-2.0878102570800126,-2.1909154962345703,-1.631608250767628,-1.683861725655876,-0.4985189019362062
772,PML,8,200,-1.576981805277524,-2.2202858398328784,-1.3553500766305286,-1.0535496270477376,-2.013044113232442,-2.0608241664012317,-2.1820993447878108,-2.713734802855008,-0.7138594481754558,-1.4914103916721253
773,PML,8,200,-1.0384488645324041,-1.8818721973801085,-1.6960206630338197,-1.6921336750353775,-2.116010288274122,-2.0604304234228614,-2.1759028256905513,-1.2044039902091872,0.20903713809958396,-2.277673061057665
774,PML,8,200,-1.1686707383129644,-0.4499080153641588,-1.0963688931300792,-1.275943421944978,-1.2463832638360324,-2.0602681211578515,-2.190063284901611,-3.0316695982254678,-0.6635395327359662,-0.5330054792058857
775,PML,8,200,-1.0027914503616544,-1.4862490681380494,-2.767124327042989,-0.9490357376455976,-0.6769372576886521,-2.0552921376814415,-2.1784320977921006,0.008606550227572424,-0.41754022122854617,-1.560773236607156
776,PML,8,200,-1.4690028684718435,-0.7936841146760785,-1.6571429806547195,-0.17620999807233736,-0.8828642619926323,-2.052926909791503,-2.1758295572245108,-2.1489983694901174,-0.5103463136673557,-1.511566024184706
777,PML,8,200,-1.4039763214936238,-1.6406658740063287,-2.385075019000129,-0.9694625350331276,-4.102153948152563,-2.065647722921862,-2.1823085322072804,-1.2998480426782069,-1.0561438695189662,-2.115367257111256
778,PML,8,200,-2.9686634424259637,-1.5149815587451785,-2.2902238009015594,-2.739470335310808,-2.0655473681326817,-2.0635062328161022,-2.1822194032226405,-2.1326841844155777,-1.298889989943476,-0.9493010368421859
779,PML,8,200,-0.9647728870099139,-1.3831594275650985,-2.297175067439889,-1.2843069461781271,-1.2280302652352124,-2.062600567272152,-2.2000300940784103,-1.9828588190986867,0.3087409184477141,-1.0659810675193657
780,PML,8,200,-1.7430830944719942,-1.901879526082049,-3.766750971310879,-1.3445059658643475,-2.650014950085732,-2.054270777563712,-2.1880508569886103,-1.563714331057247,0.029532424501074045,-2.8086328649644052
781,PML,8,200,-2.4311374719140044,-1.869537414136569,-2.166094261699749,-2.0710818567261877,-1.8345439652863025,-2.0624515427642724,-2.2254222244198303,-1.469034992927127,-1.4273295247372462,-1.0647934792143459
782,PML,8,200,-1.1593727711865038,-0.816874069901069,-1.3420267906383794,-1.3207156587460072,-2.0721342618735017,-2.0612482896706115,-2.1816729253995706,-1.1466598537671076,-0.699778888933706,-1.4776842509845054
783,PML,8,200,-1.3974158063621642,-2.8600245678654788,-1.6097886257800293,-3.5600277692447375,-2.798290183683182,-2.0587307527454026,-2.216618440807541,-2.009148099545557,-0.19790144904215587,-4.526010153126686
784,PML,8,200,-1.3886207846987444,-1.3956563882535986,-1.4364754125007893,-0.21515344998275718,-2.3899033042040627,-2.056844502664762,-2.179052998268481,-0.9776550423765178,-0.03655959311589588,-0.8052696169801656
785,PML,8,200,-2.0588319640434443,-1.449074024405069,-1.5956495764205194,0.3256728313684426,-0.6647288150957325,-2.041932977532163,-2.180292684582201,-2.1507855949903476,-1.4470595525463161,-0.944597753731806
786,PML,8,200,-1.8763273676387242,-2.0377773271195285,-2.3472272226634887,-1.0797352868464671,-0.8937487228823524,-2.0575685762233022,-2.1737611306767906,-1.7254203397706676,-2.2476060604319255,-0.40227407191799625
787,PML,8,200,-1.5704785154466236,-1.2868397976609693,-1.9938423001423295,-2.7418813766987666,-1.5564802733196819,-2.0738230983677624,-2.1754519474021614,-1.494118432180077,-1.5525046623594663,-1.053842081772416
788,PML,8,200,-2.104861480438424,-0.6006083339714287,-1.3368150676855588,-1.834372016662547,-2.7488374414242727,-2.0565845368037223,-2.1849065455586016,-1.2851345708465072,-1.0062688227826362,-0.8111569379547157
789,PML,8,200,-0.8313400867445537,-0.7622728815734191,-1.8690675765628586,-1.3901235420380373,-2.5851440542232327,-2.0573438694648822,-2.180950286053392,-2.2390465607031973,0.550477635628014,-2.387706763519516
790,PML,8,200,-0.7169338497532242,-1.7834811190820483,-2.3173757227624594,-1.4620379152110272,-0.6962687686500719,-2.089575144264032,-2.188613294737131,-2.552372041193137,-0.8315956241663862,-1.1299507846453858
791,PML,8,200,-1.4873556299813941,-1.859912697505519,-2.667106489627068,-1.0759103615473073,-2.353295606450282,-2.0521639135193115,-2.1818643113083707,-1.9407870290534666,-2.307524522503526,-2.9800281568790057
792,PML,8,200,-0.9349964257693744,-1.3028972638669083,-2.520328216791639,-3.0736789354399967,-3.7696173227508227,-2.097380599263891,-2.182156422398301,-2.3987042252683977,0.03055591628737392,-0.9640616063310861
793,PML,8,200,-0.16113956772234386,-0.7326342421950689,-1.8189268497126494,-2.1735385963493976,-1.804621940757612,-2.182348035002252,-2.18263600400667,-2.488094237540698,0.34036873296001413,-2.022139645513106
794,PML,8,200,-0.3397242259556239,0.015333541465171324,-1.7081912168500892,-1.8887488988006678,-3.209512739461732,-2.0613593860423522,-2.184930769066641,-2.3605081668001966,-0.09311305984217588,-1.3531459371953853
795,PML,8,200,-1.3025668176334846,-1.2654517639827592,-1.3078690167817284,-0.1598730281660271,-0.9171576771831024,-2.0648923300660718,-2.233582242806331,-2.108669406710718,0.2920199954123043,-1.8801559030630757
796,PML,8,200,-0.5122743493895638,0.26224998257650123,-1.2868205973332596,-2.0389983428208978,-1.435445569055393,-2.0561304576937127,-2.1918676279778113,-1.707235716862577,0.07562818049164435,0.6190375661018543
