id,method,factors,nobs,bias_withoutC_L_SE2,bias_withoutC_L_SE6,bias_withoutC_L_SE8,bias_withoutC_L_SE12,bias_withoutC_T_SEi8.b,bias_withoutC_T_SEi12.b,bias_withoutC_C_SE1,bias_withoutC_Errvar_SE2,bias_withoutC_Errvar_SE6
64,DWLS,2,200,-1.2679430052757532,-0.46499387544801235,-0.8418161527795516,-2.0031753087500643,-2.077311645191167,-2.1930313745149475,-0.6920143594718958,1.3107879961481792,1.7097182527993895
65,DWLS,2,200,-1.0165895575513526,-0.1568010577223125,-0.902651332884602,-0.9315583181082652,-2.0515406089120463,-2.1669896137354274,-1.605354662167735,0.8088653491417096,-0.21362978892469076
66,DWLS,2,200,-0.7197079034832028,-0.508545325592423,-1.2849926021223617,-0.5761666736587845,-2.0336453916469863,-2.178153346933978,-1.880388194424125,1.7980805698535995,1.4585629073021196
67,DWLS,2,200,-1.304816486725032,-0.07636192581218226,0.1831425954763287,-0.9512395383004947,-2.0282241528252962,-2.179603733998878,-0.24465129417373527,1.5877325980771198,0.05114481024248996
68,DWLS,2,200,-1.2712880405993534,-0.4477641676223221,-0.5111989194345218,-0.8705778849089247,-2.0150308287539165,-2.184493369157599,-1.1650605221578056,1.7833755164709795,1.0276080003029597
69,DWLS,2,200,-2.0748722991386823,0.26173125910809725,0.27938924815773813,-0.5236578474614451,-2.057031618978347,-2.166061945006828,-1.0452622515629852,0.5646266382644198,0.7731959153908792
70,DWLS,2,200,-0.48460513316739284,0.1930522677666073,-1.5288878112973519,-2.1116260971846352,-2.0445137098277764,-2.1662340689030875,-1.9274595798634344,1.8782994262410395,-0.03951853826434093
71,DWLS,2,200,-1.794934952322593,-0.9406694711915325,-0.5718068828194013,-0.6372486350637849,-2.0440462781443265,-2.167790468682608,-0.9886686298478053,0.5943189926839197,-1.3750237683854805
72,DWLS,2,200,-1.234555479173522,0.03495261942095748,-0.5560277538022615,-0.8577641913407048,-2.0474352233350865,-2.177657193776249,-0.5201736017051053,2.1806480190605693,0.4781161609152998
73,DWLS,2,200,-1.283761346689783,0.5328939277608371,-1.027446672203352,-1.8214452118725855,-2.0681855630020367,-2.166249772340388,-1.8524032540150948,0.5907463445072494,1.1034478655567996
74,DWLS,2,200,-1.881620737741902,-1.040029702487262,-1.0284099881984616,-0.6828131672714545,-2.0394299051695763,-2.1698449326265385,-1.3436179403064545,-0.7285159915825901,0.12090913774627926
75,DWLS,2,200,-0.5045529123441327,-1.3143122840309232,-1.1816720927790716,-1.9201976309349347,-2.0305944718457662,-2.1696075999627085,-2.0052001207361654,2.1924507370592594,-1.2866103076819804
76,DWLS,2,200,-0.6089523213344328,-0.5655173483634826,-0.48337187734679155,-0.38196727879383496,-2.0410003806926564,-2.1785095867493083,-1.1960601072766557,2.012279375429529,0.03697016850484902
77,DWLS,2,200,-1.4713424988499029,-1.438075974297473,-1.4059218545118415,-2.222174523796795,-2.0396469169588567,-2.198904020482269,-1.5027503999230252,1.0601990762499693,-0.07061323460725022
78,DWLS,2,200,-0.9200531197182227,0.2214503379538671,-0.9732825000676417,-0.39935407855497473,-2.0283450820877764,-2.197304191585908,-2.255679264071385,2.088861307698479,-0.8240445153694111
79,DWLS,2,200,-1.3530417099921623,-0.6407542598799526,-0.8498259998444619,-2.7816909851582654,-2.043251969577657,-2.167143299928778,-3.017194591281895,1.6310841795497397,0.07881778396501976
80,DWLS,2,200,-1.3154032954904922,-0.1091163111875626,-0.07260653487730154,-0.7268149906011545,-2.0469906118676966,-2.1609803196731376,-2.476430536282775,2.2554903057666595,0.5839052482742593
81,DWLS,2,200,-1.3866029004055223,-0.6521838184992925,-1.0835158115873316,-2.749445728633995,-2.0368637032668864,-2.188453314046168,-2.4898874146945347,-0.5366408236363598,-0.12218010070719071
82,DWLS,2,200,-1.0614044652015029,0.01107605216989771,-1.5852416935079716,-2.6071325280442146,-2.040843122287736,-2.1937582048477773,-1.7264812819567155,1.8354673513521893,-0.38151617794513065
83,DWLS,2,200,-1.791464396516753,-0.6766271678804725,-1.1279319730297117,-1.6026225649010044,-2.044997327949856,-2.1893000321699176,-1.6857221367127444,0.8777151859698497,1.1598431343859898
84,DWLS,2,200,-1.4454415205341722,-0.539974838760833,-0.7036494498311417,-1.1206132993221845,-2.047867578973006,-2.2066578327612483,-1.3284000839618948,1.1539184312176494,-0.07049235611513993
85,DWLS,2,200,-0.34895364834406295,-0.4931431474315323,-1.1546332070160017,-0.4235566520462246,-2.039663214609956,-2.1699954893333886,-1.5023702416549947,2.2615796593996396,0.7860099180972198
86,DWLS,2,200,-0.612553754446573,-0.2545458076001525,-0.6282184235341215,-0.3934183988052148,-2.0219538790702263,-2.155501789675518,-0.9911524766929358,0.4236655597429396,-0.8533711432782407
87,DWLS,2,200,-1.040740603556773,-0.4445744610793126,-0.9916911469454219,-2.7234315437759755,-2.0576330376350165,-2.167880886692988,-0.483072300716815,1.1351054161649394,-0.26392389352802026
88,DWLS,2,200,-1.3138017926315324,-0.4220068894039822,-0.9138596961802414,-1.1475856462911347,-2.0578604186866563,-2.185322128159058,-2.397409895849255,0.8960039941285594,0.7977103382534891
89,DWLS,2,200,-1.061939733476093,-0.033682601576222326,-1.9127990036704317,-1.4403734066208749,-2.0571356145043365,-2.1818527560431984,-1.9771809320361848,2.5623382839766293,1.6441667428477198
90,DWLS,2,200,-1.8425849712176028,0.3084291987662871,-1.247445781631832,-1.0919117146105848,-2.039647081754037,-2.1657909391961176,-1.803978482689525,1.4359362942493397,-0.35087601743755
91,DWLS,2,200,0.09967422538127713,-1.131394922474993,-0.1967016048848018,-1.3519533791510248,-2.0133330153713462,-2.181645407732698,-2.0478110455668745,1.3121798591813096,1.3299040168693494
92,DWLS,2,200,-1.3488385754063728,-0.06784724305511289,-0.6305074581454413,-1.2659532029454246,-2.037794765722836,-2.220315239290188,-1.3409573498590954,1.8815653286759493,0.7704630625610596
93,DWLS,2,200,-0.3013594094627828,-0.5348052930286327,-0.39207489391452144,-1.5691817432937656,-2.0351840087418167,-2.1607493237601276,-2.253625401042475,1.7215286653820396,0.05734533943223957
94,DWLS,2,200,-1.2160438140376533,-0.3748284137568128,-0.2676808152724718,-2.1367888606679846,-2.0635096491849874,-2.1668507204036085,-1.7432391986473754,1.8941030618877994,1.5564794183318194
95,DWLS,2,200,-1.075659272226153,-0.6106569051928621,-0.4503475378080719,-1.8828705377176846,-2.041776509109927,-2.1985462736085983,-1.9846445167949047,1.926122312977009,-0.7360904094600509
96,DWLS,2,200,-1.2683404594192225,0.04178988772627762,-0.8587704815580417,-0.7710205090097045,-2.057312374298656,-2.1758053695743684,-2.097113591846515,1.8763466748505195,-0.34864233798419103
97,DWLS,2,200,-0.8567128530558931,-0.14910509743742278,-0.9782251460702218,-2.2944230722153542,-2.063474427901027,-2.1685987817072787,-1.7444052625606457,1.9212643866172392,0.6261934350632992
98,DWLS,2,200,-1.043977523975613,-0.40142472361433257,-1.933365167958872,-1.9166988870379154,-2.0307765893892467,-2.183607410541058,-1.0363985275902348,1.5090517254598097,0.7776107882524995
99,DWLS,2,200,-0.9581366022932427,-0.5178797078684529,-1.0893278052790014,-0.8888292290811651,-2.039196519559057,-2.169044053576598,-2.1209611271576057,1.7454539040424397,0.6879684121233992
100,DWLS,2,200,-0.35779457796396297,-0.7277139644772432,-0.41070857293383156,-0.3762168324397248,-2.0304148227246563,-2.166769125291218,-1.3300993850659553,2.282861801140099,0.060578820896939334
101,DWLS,2,200,-1.0298211892999127,0.3292357264791976,-1.4778038717965118,-0.8314426405998845,-2.0851333537053858,-2.1847042910649983,-1.0054200243039157,0.5139280128341494,0.7381694613568899
102,DWLS,2,200,-1.1163597961870921,-0.47440021631039303,-0.36732465523543134,-1.2815779485204848,-2.029148938636696,-2.1789443863526783,-2.796788870254395,1.7355230690245895,1.6151507423450193
103,DWLS,2,200,-0.7183937881004826,-0.2391096070491927,-0.0341752217566417,-2.0213964234694446,-2.0465995378722566,-2.1772978505922786,-1.7360582032748249,2.434636362684829,1.2476461736464592
104,DWLS,2,200,-0.5928899033723428,-0.043175251337382314,-0.9220471213301419,-1.4200348407130747,-2.050098621272717,-2.161443842483028,-1.2619864439383857,1.8629414571279992,-0.10984227553463011
105,DWLS,2,200,-0.5101577981495125,-1.4371318131782231,-0.014427931465891414,-0.16027192522698464,-2.117900130002047,-2.178415508279678,-1.9065187799951047,1.6563607229881698,-0.6759509298297703
106,DWLS,2,200,-1.2046987505623628,-0.5323618618453332,-1.2648593228963416,-1.3526707437022445,-2.030916925309187,-2.187312013273268,-1.328433696940745,1.7596392463614496,0.5637181806296993
107,DWLS,2,200,-1.3175459612382125,-0.3899028613499625,-0.9022025544788919,-0.6387498516823951,-2.019531007128607,-2.1645647233536276,-0.8735804664698157,1.2610560884988993,0.8162154243477194
108,DWLS,2,200,-1.4089358648233927,0.01763770628018732,-0.45921185060500136,-1.1423171264182845,-2.032718801361867,-2.165477792361788,-1.972091859930615,1.0390645162020595,0.009986396253319763
109,DWLS,2,200,-0.29684627096521266,-0.29173472710015275,-0.06394364070851158,-0.5215952635100246,-2.0557225478772563,-2.157483780454998,-2.1895674053295955,2.34645145720582,0.31358345407711957
110,DWLS,2,200,-1.1814248812004733,-0.868063859983062,-0.2578743390431418,-0.44402678152572483,-2.0533728298284872,-2.2222602070702884,0.12517182290936457,1.3379372505452598,1.2422517050954096
111,DWLS,2,200,-0.9018087973896625,-0.3324321810253522,0.07090284461331864,-2.3894225096968453,-2.0267211945731263,-2.1578864904880977,-2.0728790718506254,1.1950259845887796,-0.1590241998394401
112,DWLS,2,200,-1.5551979079835527,-0.980741517436913,-0.6003575684395419,-1.1439009163494247,-2.030187975658167,-2.1870606442353875,-2.3833806846767445,0.2425346573485497,0.15390639565025926
113,DWLS,2,200,0.27833222313758743,0.1872805530929375,-0.08717163602200151,-1.180613064733895,-2.0402820766855263,-2.1625035445575076,-1.5983793935636954,2.2266822905735397,1.3501687750866993
114,DWLS,2,200,-1.316566802434533,-0.7403445061138325,-0.6455962357707414,-1.9560726346244242,-2.0499195367986762,-2.1913281296286184,-0.6179674458836548,2.460806403226289,0.6054670212199693
115,DWLS,2,200,-0.19228419481504277,-0.4755487153903129,-2.3944867764351017,-1.0458820571624747,-2.067100939370177,-2.1919695515846076,-2.011158676063535,2.138695303511339,1.1585852977935394
116,DWLS,2,200,-0.7141302351606226,-0.008424894076422551,-0.633273173233042,-1.0022750123172546,-2.0563599013500466,-2.1914588371410275,-2.0772290770608643,0.22577324007517982,-0.31272008144511004
117,DWLS,2,200,-1.1965215761012733,-0.4080264932398228,-0.7835888325522615,-1.052154511970415,-2.029904763809287,-2.1767207700164186,-1.4586160463421858,1.8145505860227396,1.1239688659690696
118,DWLS,2,200,-1.4515201588775222,-0.6395038110695528,-2.1161673715915317,-1.6683076620575652,-2.0443805642396367,-2.1857634628488984,-2.232383048300045,0.28995490483171915,-0.7111750085520507
119,DWLS,2,200,-0.6031039640248426,0.5234355234084873,-0.8568433676704019,-1.1036596996640744,-2.022321567168807,-2.194128775176918,-2.064215210469605,2.2356560463094297,1.1450329141206694
120,DWLS,2,200,-0.47768444779765284,-0.5063866209889523,-0.8093006868516918,-0.7981959167121646,-2.034438875305507,-2.2506091194715583,-1.5338110849582947,1.8078467453554994,-0.4049629972216612
121,DWLS,2,200,0.09772516086774749,-0.10305965670455233,-0.8186385429673217,-1.3582035446818046,-2.0441996735593273,-2.1675418402711686,-2.6313855475586845,2.28727017248912,0.5622973333804793
122,DWLS,2,200,-0.6989112086116828,-0.7167458552599828,-1.4338952183821814,-0.5955412055270247,-2.054453597074976,-2.1780464216078874,-1.2909513275393858,2.4463808029819796,0.41143550378363936
123,DWLS,2,200,-0.7679614131495226,-0.6546750395176631,-1.0562066321250618,-1.6760875348011752,-2.0443153078129273,-2.161324524808518,-2.0729571197618757,2.0464476364258597,-0.46443219930275004
124,DWLS,2,200,-1.515372278804173,-1.3256058931488526,-0.9971105946528218,-0.9806072081288552,-2.088999771919306,-2.1910932984895286,-1.5550427323435854,0.20522904877602957,-0.5662832790547412
125,DWLS,2,200,-1.2224936787640022,-0.47063454401217314,-0.04327546811338165,-1.460947865086755,-2.0342127996181762,-2.1683883437771083,-1.2252297003496255,0.7527743589137597,-1.1741387023031902
126,DWLS,2,200,-0.7378929396370825,-1.2731504833298422,-0.2853515024451019,-1.1466670450264547,-2.0388499575954064,-2.165169932345068,-2.5201216003556652,1.1228733261862092,-0.20235008780812025
127,DWLS,2,200,-1.2595072351618628,-0.5801203650742728,-0.9462108358377617,-0.8821003619396951,-2.0393051163470566,-2.1685365364900786,-1.4011930692742647,0.8565004018496691,0.17341536718908923
128,DWLS,2,200,-1.9257810342155228,0.23100013059212735,-1.1664126464511517,-0.9492808830152646,-2.0743702390685073,-2.1710309918544985,-1.948667352561226,1.6915787125854995,1.8281395963425997
129,DWLS,2,200,-1.126637175305422,-0.23348638880740236,-0.559678080325942,-2.3452295425372554,-2.037022971028167,-2.154825750651068,-0.9276890038457747,0.6380809803538195,0.8551141705760296
130,DWLS,2,200,-0.9408704889134429,0.3474088578114376,0.14649453752251865,-1.8547327577157353,-2.035063026726007,-2.1626490576263384,-1.0600679177835957,1.6024351329475897,1.356758903596479
131,DWLS,2,200,-0.6819544401209126,-0.0755229189033424,-0.3014284507761214,-1.0991144438626046,-2.0790730501740557,-2.186292372729068,-1.6159326576933557,1.6937738410781291,1.4201180138577894
132,DWLS,2,200,-1.598623382043183,-1.1628614670200432,-0.49313373587314135,-1.3913891581020645,-2.109544725644846,-2.168253748348918,-1.3306837954085258,1.3847784420565197,-1.2758415276608508
133,DWLS,2,200,-0.8620056890373228,-1.039361537968332,-0.34265981055346184,-1.7169428045090542,-2.044328177491407,-2.178728405807959,-1.7633827857333653,2.035258843062059,-0.158944003821071
134,DWLS,2,200,-1.142228153680693,-1.0178656291710526,-0.7522909687406216,-1.1390668935256747,-2.0283925041549273,-2.179198737051698,-1.1822490299676551,1.5228056825221299,-0.4362340328148001
135,DWLS,2,200,-0.6522193739835126,-0.4283105494988032,-2.0737103985682315,-2.241332875224185,-2.063040532583206,-2.1914196346825383,-1.3522936612045648,2.1192480575299295,0.6880383542914293
136,DWLS,2,200,-1.3034510684414822,-0.3335124465361522,-0.9271462693786716,-1.5407483673433142,-2.0503236385993966,-2.179317362158949,-1.0671509010466957,1.5390848647237394,-0.9066806146379212
137,DWLS,2,200,-0.9578913028409026,-0.5745856338071023,-0.8309677740841417,-1.9453834823382754,-2.0585325243686268,-2.184406371359708,-2.107804113527735,1.1450140219863596,-1.1230436628204707
