id,method,factors,nobs,ncat,bias_withC_L6,bias_withC_La,bias_withC_L7,bias_withC_Ti6,bias_withC_Ti7,bias_withC_C1
72,DWLS,2,200,2,-8.722095551948824,31.798478555144506,17.125735732593615,-10.043372051147,-13.8304207961404,5.465253716411675
73,DWLS,2,200,2,-25.533231732662998,67.70379696763851,3.11963225907437,-17.6374164780861,-7.52698620998299,-25.80119311344
74,DWLS,2,200,2,-14.532368045930665,-8.874975932856008,7.6017777504824995,12.566134685507398,1.2533469508069301,31.40213123351767
75,DWLS,2,200,2,-4.999587549385491,-37.648700361901,4.9406689015339955,5.01535834647337,6.27067779432138,6.136672604533008
76,DWLS,2,200,2,-13.336605465782156,24.932613876810493,-18.01033585052876,-1.2533469508069301,18.9118426272792,37.590122175889014
77,DWLS,2,200,2,14.093552136510498,121.25204037976,-4.375137812461752,-17.6374164780861,-7.52698620998299,-109.12584948030737
78,DWLS,2,200,2,-4.455480406896991,53.20701389236948,-6.550282982421759,5.01535834647337,15.096921549677699,-12.359294121474333
79,DWLS,2,200,2,-3.4242314583168287,8.318648706469991,-7.36940164229713,2.50689082587111,-6.27067779432138,8.181204435654344
80,DWLS,2,200,2,-15.535129932099656,-11.293664684068005,2.108467365467867,-6.27067779432138,6.27067779432138,-21.717728687508664
81,DWLS,2,200,2,5.775741232379172,-50.58346083542625,-15.161238926876376,-10.043372051147,-2.50689082587111,-9.721045410869323
82,DWLS,2,200,2,0.4048871974576633,12.013481082300492,-3.4820675244256334,-6.27067779432138,0,-7.310354595226332
83,DWLS,2,200,2,-2.131075213371821,40.354224435354,-1.7650214626317577,0,-5.01535834647337,-35.16281712894034
84,DWLS,2,200,2,-11.47668994469416,55.076335628584495,6.442825561068871,-11.3038540644565,-22.754497664115,23.081762391871337
85,DWLS,2,200,2,7.663263194187013,20.668183891101492,14.970429278472238,11.3038540644565,11.3038540644565,47.697693276321004
86,DWLS,2,200,2,3.118172505029345,-32.581330255080005,6.211079990874738,0,5.01535834647337,47.59989492619467
87,DWLS,2,200,2,16.041180754109003,-42.6164854547235,-5.442671191926249,10.043372051147,7.52698620998299,-20.08040220150433
88,DWLS,2,200,2,-15.542665150862,30.931268223409997,0.9234022300912414,6.27067779432138,-1.2533469508069301,15.219847485018665
89,DWLS,2,200,2,-27.920874085432335,69.5206698146755,15.252262929846744,5.01535834647337,-6.27067779432138,42.803635328147
90,DWLS,2,200,2,0.582251875933341,-49.53480461726551,3.7256882138094887,-5.01535834647337,12.566134685507398,-20.34533929603166
91,DWLS,2,200,2,21.26870476117567,-63.15207365766364,10.023960293608747,-5.01535834647337,-5.01535834647337,-15.770021139122997
92,DWLS,2,200,2,-18.982607784312666,67.57081277145448,-0.5768593773745057,-3.76082876612559,2.50689082587111,-32.179722607478666
93,DWLS,2,200,2,9.723787737805338,-37.21185109168501,13.629701790312865,0,-11.3038540644565,-14.343887808897671
94,DWLS,2,200,2,-3.355759185028155,0.4780022470904921,-0.9820264502996279,-6.27067779432138,6.27067779432138,-2.4407330702119943
95,DWLS,2,200,2,2.409897883246008,12.437421152344488,6.737863039541617,-13.8304207961404,-3.76082876612559,8.105124500587
96,DWLS,2,200,2,-3.0122507756904877,-26.7135392234145,-2.1388428592785114,11.3038540644565,22.7544976641149,25.535568515944334
97,DWLS,2,200,2,-21.762304082022833,51.4082044113105,-2.3563134250439988,-6.27067779432138,-1.2533469508069301,4.498277203385341
98,DWLS,2,200,2,14.078490241471343,-6.1037126092605005,-9.451179632904386,0,-2.50689082587111,-20.741244550349666
99,DWLS,2,200,2,-4.944827319941836,35.0271755483535,9.587085185518623,3.76082876612559,-15.096921549677699,-6.708278946842339
100,DWLS,2,200,2,-15.034448352414003,33.79407273451998,3.772803184857371,-7.52698620998299,3.76082876612559,45.50273306449867
101,DWLS,2,200,2,5.492634084855674,22.857475800503,2.855272147293739,29.2374896226804,10.043372051147,-73.8179253833322
102,DWLS,2,200,2,-13.753915962249492,-20.837782082606005,8.899309340989744,-6.27067779432138,-6.27067779432138,22.789700266400335
103,DWLS,2,200,2,15.360038046116504,-7.701785201455008,4.336196389201866,2.50689082587111,2.50689082587111,28.167526287762335
104,DWLS,2,200,2,15.291891684925673,-55.027919811584944,13.794183855200496,-6.27067779432138,2.50689082587111,7.096507425571996
105,DWLS,2,200,2,-7.390064904024163,86.31542694759999,-17.89620138996763,2.50689082587111,10.043372051147,-15.482084448702324
106,DWLS,2,200,2,17.666841497817167,-67.4411682085356,-0.04204018171838353,11.3038540644565,17.6374164780861,39.33724067897034
107,DWLS,2,200,2,4.150298647485339,19.350642707373495,-9.15341462121963,-2.50689082587111,5.01535834647337,-35.71595110675933
108,DWLS,2,200,2,13.02651920471933,-59.600867709793704,-5.700098287920258,-6.27067779432138,-12.566134685507398,9.077101420638002
109,DWLS,2,200,2,21.703077701101677,-45.241436362163,-6.593414671205874,2.50689082587111,-5.01535834647337,24.883790955959327
110,DWLS,2,200,2,29.42882054844417,-75.83975594719236,9.228547094069118,-8.78448378958718,-1.2533469508069301,42.602554191197335
111,DWLS,2,200,2,-4.005955779443997,27.054363298595007,-5.572596628224624,27.931903444745398,0,-1.0090326829093241
112,DWLS,2,200,2,-27.686817586788838,-25.07665450346201,11.604260442664494,3.76082876612559,-7.52698620998299,-14.33464676214567
113,DWLS,2,200,2,5.592104064438496,-36.995331937578506,-0.41317349331625175,-5.01535834647337,-15.096921549677699,47.09192920026367
114,DWLS,2,200,2,-14.522849554921336,10.542340587187491,-22.13203146061288,-6.27067779432138,-6.27067779432138,21.616649951437346
115,DWLS,2,200,2,10.412236761201344,-29.652721910300006,5.516526796501747,-3.76082876612559,-5.01535834647337,-31.882948000965
116,DWLS,2,200,2,-21.393994793119997,23.0316505774235,-2.1399414360094986,7.52698620998299,2.50689082587111,0.9752828413659986
117,DWLS,2,200,2,-11.012971830841655,80.53608937240799,-3.087589107792374,18.9118426272792,-3.76082876612559,9.396733457216664
118,DWLS,2,200,2,-11.08997360258999,-83.46436223254385,-6.417821509947755,0,8.78448378958718,21.140521672132003
119,DWLS,2,200,2,18.26032101324417,5.615302711361999,4.32340279665075,3.76082876612559,-18.9118426272792,-37.727475866909664
120,DWLS,2,200,2,15.054577673259168,-43.05928218664751,3.8255964948617494,16.3658486233141,8.78448378958718,21.331755660863667
121,DWLS,2,200,2,-18.24636206490483,47.62922007463999,-3.660092158502881,-5.01535834647337,-1.2533469508069301,24.909043894969674
122,DWLS,2,200,2,-18.265651015588663,39.0164009990705,-7.1322552435511275,-12.566134685507398,-12.566134685507398,-65.95081396525634
123,DWLS,2,200,2,5.8367495073060045,-76.85135874466415,13.295303029799864,-10.043372051147,3.76082876612559,-12.891330375854992
124,DWLS,2,200,2,19.878521138948336,-22.2257695270915,-12.052645795394252,2.50689082587111,-3.76082876612559,2.1584607462733314
125,DWLS,2,200,2,4.695105128703174,8.7575063580725,11.248435426838121,-12.566134685507398,-20.1893479141851,31.615187301119676
126,DWLS,2,200,2,2.464936160140837,6.732876166412993,8.78725485718837,-11.3038540644565,0,81.66528104868401
127,DWLS,2,200,2,15.830197684442846,-15.292681708894001,-5.753561906856511,-3.76082876612559,12.566134685507398,-57.20034304422199
128,DWLS,2,200,2,-8.477343146307327,98.88239433910098,-9.631009611859753,-2.50689082587111,1.2533469508069301,17.383901719119336
129,DWLS,2,200,2,-21.0557936756295,5.630290908740995,2.0054696160601155,-1.2533469508069301,25.33471031358,0.1039626530756621
130,DWLS,2,200,2,17.341898072132008,-50.87091741359425,16.702775150652243,7.52698620998299,7.52698620998299,-42.29874913895133
131,DWLS,2,200,2,-1.0834199334564902,33.61213395100299,6.932334323940248,-6.27067779432138,1.2533469508069301,-8.437910604087328
132,DWLS,2,200,2,-3.734984306391002,-25.077444195347503,8.553694399651743,15.096921549677699,5.01535834647337,26.887950374124337
133,DWLS,2,200,2,14.63660192523551,-33.71897072278701,-8.465766751427628,-1.2533469508069301,5.01535834647337,-49.32915119069333
134,DWLS,2,200,2,25.963406697099344,-51.39836792223185,4.486332761539494,13.8304207961405,17.6374164780861,-36.777261090779334
135,DWLS,2,200,2,20.384343042357163,-93.46937276683516,12.432252618972365,8.78448378958718,-16.3658486233141,55.91297456047767
136,DWLS,2,200,2,12.841022872580673,-59.076183310552096,1.7720493349422384,0,-2.50689082587111,-14.263204840230323
137,DWLS,2,200,2,-36.14706441291416,-15.27348376559301,8.1567773303535,-22.754497664115,-18.9118426272792,-21.551793565707662
138,DWLS,2,200,2,-4.952753496648162,-48.765061011131,-18.631934625250633,3.76082876612559,-5.01535834647337,41.36941885100101
139,DWLS,2,200,2,-0.7774552936410014,-21.757560831833,-3.7199836714765095,-3.76082876612559,6.27067779432138,40.62575156497367
140,DWLS,2,200,2,11.138064644440671,-72.2129744569767,3.2290143819860004,-6.27067779432138,-1.2533469508069301,-3.7554525665403258
141,DWLS,2,200,2,6.967280205016173,-9.37241638571501,-1.779842015882882,3.76082876612559,-20.1893479141851,-14.821962187534659
142,DWLS,2,200,2,-16.597205421602,-12.801127933419505,8.863241319787745,-7.52698620998299,1.2533469508069301,23.494963177143337
143,DWLS,2,200,2,6.780435410675505,-27.30364686849,-7.67170970383925,-5.01535834647337,-5.01535834647337,21.958651355029335
144,DWLS,2,200,2,23.777053550580835,-71.86679153603725,-12.919320218437877,0,6.27067779432138,-19.24657081516133
145,DWLS,2,200,2,2.6507750161794963,-64.4959231153321,-16.806424905941878,-5.01535834647337,3.76082876612559,28.174235598287673
146,DWLS,2,200,2,13.333434900443015,-47.16114486062051,5.173793233253246,13.8304207961405,8.78448378958718,2.3104589984720056
147,DWLS,2,200,2,-4.951281453867326,44.4059937240125,12.967585259680863,10.043372051147,3.76082876612559,37.053906219777
148,DWLS,2,200,2,5.907972996363513,-67.7559957919322,-5.456945294320378,-16.3658486233141,10.043372051147,-5.920003547130663
149,DWLS,2,200,2,-4.522772787914168,-41.4643197813515,8.021722785564872,-13.8304207961404,-7.52698620998299,33.358960124125005
150,DWLS,2,200,2,-8.709361558226824,21.75084978665949,5.321529669845989,3.76082876612559,-2.50689082587111,-5.67687633590767
151,DWLS,2,200,2,-2.472041113691333,58.45052154910248,6.272896440203748,-7.52698620998299,15.096921549677699,32.354795881449334
152,DWLS,2,200,2,-22.3493090499745,25.7269054601445,9.908647735059366,-1.2533469508069301,21.4701568001744,-38.723956278128
153,DWLS,2,200,2,-2.6781161667583375,43.01218189709349,1.9480497119341162,-2.50689082587111,-5.01535834647337,-26.921557565116995
154,DWLS,2,200,2,12.456470430525002,13.04550458593949,-8.974948497759636,1.2533469508069301,11.3038540644565,-56.955166679486666
155,DWLS,2,200,2,-7.740702428857493,15.625033752583992,-1.894617603440757,12.566134685507398,-5.01535834647337,-39.57142408891133
156,DWLS,2,200,2,10.377426034978173,-18.567351087882003,-2.7412160224282585,-7.52698620998299,1.2533469508069301,-13.284411060633994
157,DWLS,2,200,2,2.954393144599332,-53.0906692613759,-8.885417316084638,1.2533469508069301,6.27067779432138,15.624767176968
158,DWLS,2,200,2,-0.11250326188233517,-10.032072001942504,-4.148200651554884,-8.78448378958718,24.0426031142308,-4.136276313687663
159,DWLS,2,200,2,2.771953973300175,19.050603537429488,10.919076604643738,11.3038540644565,-2.50689082587111,36.372517486568
160,DWLS,2,200,2,7.644056621185003,-41.09994701652451,0.6762960846428689,-2.50689082587111,7.52698620998299,-38.27078169735433
161,DWLS,2,200,2,5.067053139164834,-13.062967107905,8.507536026925125,1.2533469508069301,-3.76082876612559,43.915940629228345
162,DWLS,2,200,2,-25.82048669766483,57.94210732866151,1.9401715398099928,-2.50689082587111,15.096921549677699,-32.487083416485
163,DWLS,2,200,2,-18.293913243489328,-47.1041138353475,1.557197663569751,-10.043372051147,-15.096921549677699,3.563467969075344
164,DWLS,2,200,2,6.951321990460335,-84.79649572743504,-1.0086627369152583,-8.78448378958718,-5.01535834647337,38.330592499608336
165,DWLS,2,200,2,-6.170264774837491,38.51929803252399,9.10045820722849,3.76082876612559,-5.01535834647337,48.666560716500996
166,DWLS,2,200,2,9.278369751540506,83.261013973226,13.043031173214494,8.78448378958718,0,-19.881165676270335
167,DWLS,2,200,2,9.985433974960008,-80.1920162597392,2.5311177111013716,5.01535834647337,12.566134685507398,-56.98039227980233
168,DWLS,2,200,2,3.199883116964841,-40.615916297781,-0.013374684341385668,-2.50689082587111,-1.2533469508069301,-7.590019814378661
169,DWLS,2,200,2,18.41513489969534,-92.79705378992182,-4.268755528676629,3.76082876612559,1.2533469508069301,29.166216506485675
170,DWLS,2,200,2,-22.091406743878828,28.846329417341497,8.379345127754997,8.78448378958718,-10.043372051147,-83.0697924486006
171,DWLS,2,200,2,0.14223025164766812,32.758811296728005,-0.5804214405961267,-6.27067779432138,0,22.793814655415673
172,DWLS,2,200,2,13.719607188664995,-38.111545581126,-2.707268709877253,-6.27067779432138,-1.2533469508069301,-22.491496753833662
173,DWLS,2,200,2,10.548455689159502,47.46750812136249,-17.784557833702003,-2.50689082587111,3.76082876612559,-52.537651141012
174,DWLS,2,200,2,-1.22586345631683,-44.11833915769701,-4.845037802865631,-16.3658486233141,-11.3038540644565,-22.225906124791333
175,DWLS,2,200,2,6.199181022063831,-36.508324794327,-4.60884153549726,-10.043372051147,-5.01535834647337,47.49459799162333
176,DWLS,2,200,2,3.436110752711996,-2.8184159327515057,-4.090918330211885,0,-12.566134685507398,-27.199301651586
177,DWLS,2,200,2,3.513203521378498,-70.13393425709809,-6.03386828398575,-6.27067779432138,7.52698620998299,5.094968849069996
178,DWLS,2,200,2,-1.1020933967428315,29.378904411321987,-4.935618364586128,2.50689082587111,-3.76082876612559,60.05647651909334
179,DWLS,2,200,2,-20.574856746035998,44.48353092679799,0.7686209913093656,-15.096921549677699,-3.76082876612559,35.021533656881346
180,DWLS,2,200,2,5.037196757669005,-38.73089019306101,6.49736456997449,0,-3.76082876612559,42.05142204202234
181,DWLS,2,200,2,-15.65477265732283,84.3409233717305,-1.307466998394874,0,1.2533469508069301,-9.705901019521994
182,DWLS,2,200,2,3.303430177685844,11.373416124798988,-5.9819272948092586,-12.566134685507398,-17.6374164780861,36.98114907802001
183,DWLS,2,200,2,10.506679883285335,-85.0814846216227,-4.113504407737251,6.27067779432138,-1.2533469508069301,89.25583467887601
184,DWLS,2,200,2,8.409866170032329,50.92357556585449,5.126945142552991,-11.3038540644565,-1.2533469508069301,-29.892756007261
185,DWLS,2,200,2,9.148742566285007,10.726466759264488,5.283201347833749,-8.78448378958718,-10.043372051147,3.5632828952116653
186,DWLS,2,200,2,-6.945529054241987,-55.3437857361601,9.198165945934367,5.01535834647337,5.01535834647337,1.4512340460966686
187,DWLS,2,200,2,-1.9808857616504898,9.317531554617995,10.813641588897498,-2.50689082587111,-12.566134685507398,40.441598629355
188,DWLS,2,200,2,6.058437636092836,-58.67826627761205,16.04048111798462,-2.50689082587111,1.2533469508069301,14.214877442679668
189,DWLS,2,200,2,6.497574914675342,-6.134137385573501,8.314367807645246,-3.76082876612559,10.043372051147,-10.111742685044
190,DWLS,2,200,2,6.459008470827829,-81.0032545181827,2.9309356627398726,0,-3.76082876612559,24.47464528553467
191,DWLS,2,200,2,-5.5687662966393265,-39.41992914778601,1.8000905142159933,-3.76082876612559,2.50689082587111,81.63791393076235
192,DWLS,2,200,2,0.6318935571416792,31.882888005710484,-2.232901976863877,-8.78448378958718,11.3038540644565,-49.52333310501966
193,DWLS,2,200,2,-7.247332071729488,14.055337848985994,3.616442298566988,16.3658486233141,8.78448378958718,11.22648146984634
194,DWLS,2,200,2,-9.637408171881006,118.30072414786198,-3.4667084673107587,6.27067779432138,7.52698620998299,-9.289493210303664
195,DWLS,2,200,2,12.107760712264346,-52.29496535316985,6.0903244896348685,-10.043372051147,-2.50689082587111,56.23975522485002
196,DWLS,2,200,2,5.796482244139663,-35.016066768253005,0.5437251488581152,-17.6374164780861,-5.01535834647337,2.8154212933383382
197,DWLS,2,200,2,-9.499743481927169,-18.0817359990295,-6.430992467930386,-1.2533469508069301,5.01535834647337,11.583743381748668
198,DWLS,2,200,2,5.193756935226834,-28.400909333592,-12.067467474023125,-1.2533469508069301,-6.27067779432138,22.46462923584301
199,DWLS,2,200,2,-9.139203777361493,10.9533005826815,8.377254572724993,-29.2374896226804,-8.78448378958718,5.226967559688341
200,DWLS,2,200,2,5.821137143547835,-0.6176884719880094,-16.299443228038502,-13.8304207961404,-3.76082876612559,39.00173960360567
201,DWLS,2,200,2,-3.288865607866491,55.899422652332,2.9630939565792462,0,16.3658486233141,-48.67469771895333
202,DWLS,2,200,2,-18.876589159205167,68.837325053722,15.113946175757494,-7.52698620998299,8.78448378958718,40.13226060423234
203,DWLS,2,200,2,-7.18934988364367,81.4883019391795,5.899419273439246,3.76082876612559,2.50689082587111,-18.289613511074997
204,DWLS,2,200,2,-2.263339272431164,4.396948006058999,-3.059203287046633,-17.6374164780861,1.2533469508069301,33.484439879213014
205,DWLS,2,200,2,-23.174397913143835,54.76494853136848,-3.79034717616826,3.76082876612559,8.78448378958718,15.144559944871
206,DWLS,2,200,2,6.236817782307669,7.454124227496001,-14.987354414853883,6.27067779432138,10.043372051147,10.492019554554997
207,DWLS,2,200,2,-4.725974838374835,32.2654973037825,8.037098668226744,0,-3.76082876612559,12.944762936566676
208,DWLS,2,200,2,2.8019664682890078,17.2552107458345,-7.69333738335326,5.01535834647337,-11.3038540644565,-53.363697290835
209,DWLS,2,200,2,-6.3970906714215054,-34.644913297643505,2.6621075857924947,0,-7.52698620998299,-41.610052703299324
210,DWLS,2,200,2,5.923847475671003,5.5281031184354905,-12.003475252470752,11.3038540644565,3.76082876612559,-0.8650093469316593
211,DWLS,2,200,2,-17.348939434175666,115.39050460672347,9.64568147012375,1.2533469508069301,16.3658486233141,17.829904013640004
212,DWLS,2,200,2,12.325140652848843,-26.049055422297002,6.707020788488366,6.27067779432138,2.50689082587111,-63.876064452789
213,DWLS,2,200,2,-7.237868656768658,-17.24639111117851,-1.0154608257566256,10.043372051147,1.2533469508069301,60.813175666087005
214,DWLS,2,200,2,17.386296273148677,-54.6108566341726,-4.0615366647850095,0,11.3038540644565,35.975989292280005
215,DWLS,2,200,2,-7.743204986543333,-11.016347209721001,-0.8010921557595058,17.6374164780861,2.50689082587111,-99.35874360318458
216,DWLS,2,200,2,10.814228793046999,-110.27687771985168,-5.2843470145247515,3.76082876612559,10.043372051147,33.200917850636
