id,method,factors,nobs,ncat,bias_withC_L_SE6,bias_withC_L_SEa,bias_withC_L_SE7,bias_withC_T_SEi6,bias_withC_T_SEi7,bias_withC_C_SE1
1456,DWLS,8,200,2,-3.0343793263868615,-3.00374786633682,-1.5103540492389564,-2.1994188631101155,-2.168755533415534,-1.6054653364179938
1457,DWLS,8,200,2,-2.914881741818472,-2.07748545102997,-1.9568033173136274,-2.1943288956448357,-2.177907096052714,-2.460500558695744
1458,DWLS,8,200,2,-1.2251117141294718,-2.5813859692111794,-2.4525226641871463,-2.233638890759865,-2.189412575047854,-2.377549877903014
1459,DWLS,8,200,2,-3.8042906077021916,-4.2850180296754194,-2.418263456390387,-2.1912818366029345,-2.169009113596934,-2.1626273366747135
1460,DWLS,8,200,2,-4.049610092108052,-2.4493617095309506,-1.5068534664140967,-2.1905208806543355,-2.169009113596934,-2.6901984068455342
1461,DWLS,8,200,2,-2.581843521011752,-3.197618135251559,-2.590368171911237,-2.1925508150542354,-2.169770069545533,-2.5815316996952538
1462,DWLS,8,200,2,-1.9544062751949518,-1.7672077170239193,-1.7927065640009268,-2.2065691606845155,-2.189412575047864,-2.521695513713694
1463,DWLS,8,200,2,-2.971832135939012,-2.4540815547589205,-1.4403417326952765,-2.1905208806543355,-2.181223335682894,-1.751745647769634
1464,DWLS,8,200,2,-2.9161300517620212,-3.7630781581881196,-4.637621430828866,-2.1994188631101155,-2.1997018638801142,-2.0866584721328145
1465,DWLS,8,200,2,-2.4497257494599816,-2.7670541101304695,-0.742136236986557,-2.1966175935367858,-2.171039047996834,-1.9365062035681642
1466,DWLS,8,200,2,-4.716810717068842,-5.04844959567802,-2.307818722025027,-2.1925508150542354,-2.169009113596934,-1.7355219552302334
1467,DWLS,8,200,2,-2.979827567938552,-3.9334593626855194,-3.360056913470887,-2.2027351027402955,-2.2121271237024636,-2.148143635245814
1468,DWLS,8,200,2,-3.0593222311713326,-3.1864741288816805,-2.9737532200985566,-2.1994188631101155,-2.171039047996834,-2.9462802177992935
1469,DWLS,8,200,2,-1.0661359827863621,-2.8679097865708507,-3.5829538186430776,-2.1943288956448357,-2.181223335682894,-2.1053483491529246
1470,DWLS,8,200,2,-2.856248220531632,-4.29594896876672,-1.533115312753717,-2.1912818366029345,-2.168755533415534,-1.5480997980146738
1471,DWLS,8,200,2,-2.710971735059882,-2.5744841455572596,-2.483132527815677,-2.1925508150542354,-2.1997018638801142,-2.989858488920674
1472,DWLS,8,200,2,-3.4275959644540013,-3.34173898334872,-0.33286708101303714,-2.1994188631101155,-2.169770069545533,-1.2273397132595634
1473,DWLS,8,200,2,-2.4643781386701926,-2.9080133626547005,-2.1937237752487273,-2.1966175935367858,-2.169009113596934,-2.663614725578414
1474,DWLS,8,200,2,-1.6663025680679815,-3.03588087228512,-1.9432525674597765,-2.233638890759865,-2.1728171285874343,-1.6131452752710747
1475,DWLS,8,200,2,-4.036838391990402,-3.3413195022464204,-2.130858555419727,-2.2109243421052556,-2.168755533415534,-1.9791512912620546
1476,DWLS,8,200,2,-1.246270782634612,-2.2545761510852302,-1.2236943031094767,-2.1925508150542354,-2.1728171285874343,-2.8094281114092343
1477,DWLS,8,200,2,-3.915587253625241,-3.433360353928219,-1.6648165008365265,-2.1925508150542354,-2.177907096052714,-2.1830404617367543
1478,DWLS,8,200,2,-2.9861629350211625,-2.9207030045080393,-2.097490966246817,-2.2109243421052653,-2.169009113596934,-2.0263634037608336
1479,DWLS,8,200,2,-3.909384662329102,-4.73102319980782,-2.6005468069886564,-2.1943288956448357,-2.181223335682894,-1.2426257330028043
1480,DWLS,8,200,2,-3.1200445219508017,-4.01461430125642,-1.6426641656063772,-2.1943288956448357,-2.2121271237024636,-2.3062804378008033
1481,DWLS,8,200,2,-3.649970908271512,-3.5796665158182197,-2.453207691531637,-2.1905208806543355,-2.1728171285874343,-2.0260152632001245
1482,DWLS,8,200,2,-3.605682208074422,-3.2908808446290196,-3.4348178549843573,-2.1966175935367858,-2.185057393627114,-2.1722515411177437
1483,DWLS,8,200,2,-3.213179276898162,-3.0832735906105095,-2.1105432893731466,-2.2271567130679055,-2.169770069545533,-2.3194747380696548
1484,DWLS,8,200,2,-3.315786116585531,-3.32812835163742,-1.3815689146092769,-2.2109243421052556,-2.177907096052714,-2.603591753634464
1485,DWLS,8,200,2,-3.877804911561532,-3.74066150893452,-2.459118488222247,-2.2027351027402955,-2.262700233901074,-2.269901479258844
1486,DWLS,8,200,2,-1.8498356933929816,-2.7231349024613203,-2.727339515158967,-2.2109243421052653,-2.169009113596934,-2.2197233791341433
1487,DWLS,8,200,2,-2.6222391631781417,-3.30157112569692,-1.389227233494337,-2.2109243421052653,-2.1751058264793843,-2.870123828866204
1488,DWLS,8,200,2,-1.9226162852283415,-2.8396200630266097,-3.421356810841727,-2.2271567130679055,-2.168755533415534,-2.6893710754958238
1489,DWLS,8,200,2,-4.183486081701812,-3.4601613363978196,-0.850570785088417,-2.2158044172657156,-2.171039047996834,-2.109614387039084
1490,DWLS,8,200,2,-3.754532932078522,-5.17469315277832,-1.087720490503087,-2.1994188631101155,-2.189412575047854,-1.0900613028642134
1491,DWLS,8,200,2,-3.683981273285472,-4.70130160441322,-3.3283196687760066,-2.2271567130679153,-2.169770069545533,-0.7204572391282443
1492,DWLS,8,200,2,-2.3188388397154522,-2.7062022724101604,-2.1439513766816263,-2.1925508150542354,-2.168755533415534,-2.6804507419245933
1493,DWLS,8,200,2,-1.1615147131366923,-3.3348455490911197,-1.288386934435487,-2.2065691606845044,-2.168755533415534,-2.6094272604061235
1494,DWLS,8,200,2,-3.966494502826391,-3.8001297477051192,-1.3309955115820469,-2.2212136309375157,-2.1728171285874343,-1.7976814385312345
1495,DWLS,8,200,2,-1.6498024851895818,-2.66724820741599,-1.7561647790581967,-2.2406659016261252,-2.189412575047854,-2.7901180175055744
1496,DWLS,8,200,2,-4.043666153904972,-5.483015723381921,-3.6034279491863574,-2.2065691606845044,-2.185057393627114,-2.2394183512523647
1497,DWLS,8,200,2,-3.146303205376222,-3.2379702389493197,-1.269398989057887,-2.1966175935367858,-2.1751058264793843,-2.3311502951671432
1498,DWLS,8,200,2,-2.775807975792842,-3.7609698650201198,-2.4616271193643966,-2.2482440085862048,-2.168755533415534,-2.449761327891524
1499,DWLS,8,200,2,-1.9344941915296412,-3.16550601254504,-4.426422669331647,-2.1943288956448357,-2.169009113596934,-2.248487848778184
1500,DWLS,8,200,2,-1.439137089405622,-2.05865655087155,-2.058845398329757,-2.215804417265706,-2.2731473857166744,-2.1781050411891933
1501,DWLS,8,200,2,-2.315443249061172,-3.36527877708442,-4.749389956161367,-2.1966175935367858,-2.1728171285874343,-2.6785540844951536
1502,DWLS,8,200,2,-4.901860686540442,-4.372302267026219,-1.9844663323678464,-2.1902673004729354,-2.171039047996834,-2.049588994101574
1503,DWLS,8,200,2,-2.327409615407092,-3.6132922792806195,-1.9406843814253067,-2.1943288956448357,-2.171039047996834,-1.776260022339224
1504,DWLS,8,200,2,-3.8962577552295015,-3.01866504862533,-1.5457317602503968,-2.2482440085862048,-2.2435695214470543,-2.815417875037224
1505,DWLS,8,200,2,-3.1088135043629324,-4.174336597548919,-1.179852517009907,-2.1925508150542354,-2.1751058264793843,-2.256269765547364
1506,DWLS,8,200,2,-1.8453592319984224,-2.49819097447084,-1.4724990726777867,-2.1943288956448357,-2.1751058264793843,-2.4970101547710746
1507,DWLS,8,200,2,-2.4797528646722924,-2.62439654074815,-2.756567436824126,-2.1905208806543355,-2.171039047996834,-2.215551500193194
1508,DWLS,8,200,2,-1.6313397090353314,-2.5147675604066095,-3.164765719709407,-2.1943288956448357,-2.1728171285874343,-1.9131918040963343
1509,DWLS,8,200,2,-3.1909773329255224,-0.7219619481198993,-1.6990799839387067,-2.1925508150542354,-2.194292650208314,-2.436341809699634
1510,DWLS,8,200,2,-3.502503547885612,-2.5920001911891895,-2.168616221780067,-2.1966175935367858,-2.169009113596934,-2.8067874545443643
1511,DWLS,8,200,2,-3.117184584405182,-2.62628148221354,-2.3407325643300663,-2.1925508150542354,-2.169770069545533,-1.9735908192064542
1512,DWLS,8,200,2,-1.9177555654567622,-3.7885018599184193,-2.129580803157637,-2.1925508150542354,-2.171039047996834,-1.6339398387917536
1513,DWLS,8,200,2,-3.756943346715752,-4.03893830717992,-1.864469889986977,-2.2065691606845044,-2.181223335682894,-0.7194149815921438
1514,DWLS,8,200,2,-3.0142234166164115,-3.21562603001912,-2.9002334614468475,-2.1905208806543355,-2.1751058264793843,-1.9158572181238245
1515,DWLS,8,200,2,-2.9123910777803323,-4.21237190197542,-3.5833143819839273,-2.2158044172657156,-2.1751058264793843,-2.1978756236349235
1516,DWLS,8,200,2,-3.8783111002709716,-4.11648408643752,-2.664176062801587,-2.2109243421052556,-2.181223335682894,-1.8887465844292641
1517,DWLS,8,200,2,-2.6677057386820815,-3.7617309583256193,-3.932610839837527,-2.1905208806543355,-2.189412575047864,-2.640860751507654
1518,DWLS,8,200,2,-4.145707173784392,-4.756316208293621,-1.105038770000677,-2.1943288956448357,-2.1751058264793843,-1.1396655822045436
1519,DWLS,8,200,2,-2.523567175661612,-2.7103887487459897,-2.7455098211788367,-2.1912818366029345,-2.169009113596934,-2.233244924590884
1520,DWLS,8,200,2,-1.8870107012611617,-2.33555965900898,-1.7359319882292168,-2.1943288956448357,-2.169009113596934,-2.7538169726074937
1521,DWLS,8,200,2,-1.0321581998565117,-2.5804868236857805,-1.326915319156407,-2.1966175935367858,-2.181223335682904,-3.259381162934834
1522,DWLS,8,200,2,-2.8223365747971116,-4.0204765314100195,-2.7124733295263375,-2.2109243421052653,-2.168755533415534,-2.754578347424144
1523,DWLS,8,200,2,-4.540717544237942,-4.75157836393202,-3.002443194267277,-2.1912818366029345,-2.194292650208314,-2.145901144538054
1524,DWLS,8,200,2,-1.886832256234562,-3.48091238640552,-0.5065983007099768,-2.1905208806543355,-2.169009113596934,-2.1793300905748936
1525,DWLS,8,200,2,-1.8555111109903724,-2.7510609737223994,-0.8132391253756865,-2.1912818366029345,-2.1751058264793843,-2.6945322881409135
1526,DWLS,8,200,2,-4.802618209287742,-3.3588494504834197,-2.0670121577018965,-2.233638890759865,-2.169770069545533,-1.3447564569153234
1527,DWLS,8,200,2,-3.3625738236010116,-4.62007620022922,-3.081352222423327,-2.1943288956448357,-2.168755533415534,-2.7492051186750537
1528,DWLS,8,200,2,-2.2106473903775417,-2.13014848314689,-1.5040183871139665,-2.1905208806543355,-2.168755533415534,-2.3008012739075436
1529,DWLS,8,200,2,-2.7285069183485624,-3.1892173948839404,-3.7468078118844375,-2.1912818366029345,-2.169770069545533,-2.2136499551006037
1530,DWLS,8,200,2,-3.3423220322320617,-3.2843251681248202,-1.7034985062157268,-2.1912818366029345,-2.181223335682894,-1.5598348490139746
1531,DWLS,8,200,2,-3.9461249532667315,-2.0569266499906105,-2.2838110352638976,-2.2065691606845044,-2.177907096052714,-1.9659757491768541
1532,DWLS,8,200,2,-3.427986813291632,-3.4353620820782194,-1.6606754623401971,-2.1966175935367858,-2.194292650208314,-2.805888582894683
1533,DWLS,8,200,2,-1.773456769347892,-3.6759775719690206,-0.8723390693603166,-2.2109243421052556,-2.169770069545533,-2.809454186520334
1534,DWLS,8,200,2,-3.581096480985932,-3.3210116913874197,-1.1028844113318872,-2.1902673004729354,-2.171039047996834,-2.7845681733471044
1535,DWLS,8,200,2,-2.589297676295152,-4.094026502796119,-3.581807915928057,-2.233638890759865,-2.169770069545533,-1.867310300076594
1536,DWLS,8,200,2,-3.3936726082897413,-2.913784882323679,-0.9983860471693966,-2.1925508150542354,-2.169770069545533,-0.8948723042845746
1537,DWLS,8,200,2,-6.030888558674443,-4.14177627727902,-2.4188344750181465,-2.1905208806543355,-2.189412575047854,-2.202734176338164
1538,DWLS,8,200,2,-2.7667326568450514,-3.3384760917233205,-3.5664650003251563,-2.1994188631101155,-2.177907096052714,-3.111747784962804
1539,DWLS,8,200,2,-3.9605225707043514,-3.9970629689871195,-4.848936713917317,-2.2027351027402955,-2.1997018638801142,-3.1351784014419946
1540,DWLS,8,200,2,-2.5448038457973015,-4.30144786280162,-1.2649575504562471,-2.1925508150542354,-2.1751058264793843,-2.5432726468275435
1541,DWLS,8,200,2,-3.353029821893541,-3.4135749816107204,-2.4769586038372267,-2.1902673004729354,-2.177907096052714,-2.3646378514103437
1542,DWLS,8,200,2,-3.5558387419734925,-4.95397454259862,-2.2403750346751163,-2.2027351027402955,-2.169009113596934,-1.3341922370967736
1543,DWLS,8,200,2,-2.8278905470958224,-3.7405307087507196,-4.165354697153307,-2.1943288956448357,-2.219154134568724,-3.0107293075705046
1544,DWLS,8,200,2,-1.537175014690352,-2.3198715060858106,-2.1175756649287774,-2.1966175935367858,-2.169009113596934,-2.3681736166868737
1545,DWLS,8,200,2,-2.607031000496601,-2.4739080355951,-2.1607697045274965,-2.2027351027403053,-2.171039047996834,-1.9681487993835345
1546,DWLS,8,200,2,-1.3276674505853416,-3.7007826264528196,-4.743231119790887,-2.1912818366029345,-2.168755533415534,-3.313658261428634
1547,DWLS,8,200,2,-3.8176475328318418,-2.59108296035853,-1.7512609054967772,-2.1912818366029345,-2.219154134568724,-1.8220685445361442
1548,DWLS,8,200,2,-3.429013678966132,-3.0764625715524394,-1.783758485965667,-2.1912818366029345,-2.169009113596934,-3.263055147180634
1549,DWLS,8,200,2,-2.5872210584270623,-4.24767764403682,-3.487507998823907,-2.2842120009584757,-2.219154134568724,-2.2184754945759346
1550,DWLS,8,200,2,-2.5672809110670327,-3.50844190515132,-2.032698168476347,-2.2027351027402955,-2.1728171285874343,-2.624788630471804
1551,DWLS,8,200,2,-2.2252860693128222,-2.12996633711644,-1.0578209970264367,-2.2109243421052653,-2.169009113596934,-2.038452613276244
1552,DWLS,8,200,2,-1.1353242652376125,-2.81572156242762,-1.734360359319427,-2.2212136309375157,-2.1751058264793843,-3.0495310786159244
1553,DWLS,8,200,2,-2.5345957518838222,-2.6948615570011007,-3.290651821333517,-2.2109243421052556,-2.194292650208314,-3.343027838915534
1554,DWLS,8,200,2,-2.083113475445232,-2.0460760422314803,-4.263027287167597,-2.1912818366029345,-2.1997018638801142,-2.6559623597736337
1555,DWLS,8,200,2,-3.5913425304911013,-3.0785851169000997,-1.394014430743227,-2.1912818366029345,-2.2121271237024636,-2.5193441279316637
1556,DWLS,8,200,2,-3.3829363684983114,-3.9081755613066207,-1.6980258952034069,-2.1912818366029247,-2.169770069545533,-1.473859630473774
1557,DWLS,8,200,2,-2.1638572446690416,-2.9826649697050707,-3.302897209109167,-2.233638890759865,-2.171039047996834,-3.246353208856534
1558,DWLS,8,200,2,-3.6704754964828226,-3.82299435252452,-1.3150876172100867,-2.2482440085862048,-2.1728171285874343,-2.0226553096186346
1559,DWLS,8,200,2,-2.3506378850208716,-3.84908914869672,-3.501319810763607,-2.233638890759865,-2.169770069545533,-3.1552228965387745
1560,DWLS,8,200,2,-3.642476703128132,-4.2667805409424195,-2.972863986144627,-2.1994188631101155,-2.1751058264793843,-2.6503608013139446
1561,DWLS,8,200,2,-2.4874388048291713,-2.65001230116937,-2.2995823872639773,-2.1943288956448357,-2.169009113596934,-1.7532620719095338
1562,DWLS,8,200,2,-4.305388145153942,-3.31486653834462,-0.7290290124360866,-2.1925508150542354,-2.169009113596934,-2.164211064722404
1563,DWLS,8,200,2,-2.9776108068095413,-2.9557875802543503,-1.7091531416060568,-2.1994188631101155,-2.171039047996834,-2.0311501483009238
1564,DWLS,8,200,2,-1.9556383105637813,-2.31163906507648,-1.9588035021892471,-2.2065691606845155,-2.205644946010504,-2.4925443816832247
1565,DWLS,8,200,2,-2.6853603839111924,-2.8976884372324596,-2.4371159138703367,-2.1912818366029345,-2.1751058264793843,-3.0007028619460834
1566,DWLS,8,200,2,-3.950145515052751,-3.2319649217016204,-1.5629555978428467,-2.1912818366029345,-2.1751058264793843,-2.2904050660084634
1567,DWLS,8,200,2,-1.8027302591014913,-3.2720867108751204,-2.558047683641836,-2.2109243421052556,-2.1997018638801142,-1.9122637216809846
1568,DWLS,8,200,2,-4.246909848404042,-5.061833293212819,-2.757288290706867,-2.1912818366029345,-2.2121271237024636,-2.1557960096708046
1569,DWLS,8,200,2,-1.8942070308593824,-2.8031009216462204,-2.796556778555257,-2.1943288956448455,-2.1728171285874343,-2.4372352913392543
1570,DWLS,8,200,2,-3.0884246459210023,-2.91654625943117,-2.300038541209557,-2.1902673004729354,-2.194292650208314,-2.724043318852494
1571,DWLS,8,200,2,-3.2837435412298626,-2.424463960666359,-1.3595013966892167,-2.2109243421052653,-2.168755533415534,-1.9335959835829946
1572,DWLS,8,200,2,-1.030556325805032,-3.3585231136834204,-3.6676483318928375,-2.2271567130679055,-2.189412575047854,-2.7216708829950935
1573,DWLS,8,200,2,-3.438182783338442,-3.16912389365748,-0.2670036907543367,-2.1912818366029345,-2.205644946010504,-1.7807159902217442
1574,DWLS,8,200,2,-1.8149732408809918,-2.36185396259999,-2.826722706747107,-2.1994188631101155,-2.169009113596934,-1.536136086124794
1575,DWLS,8,200,2,-2.4776251533319913,-3.22728047710662,-2.7937039257706764,-2.1925508150542354,-2.189412575047854,-3.1003916222612045
1576,DWLS,8,200,2,-5.128455408279242,-4.96329141846782,-2.7540253390115863,-2.1902673004729354,-2.1997018638801142,-2.3806609581195834
1577,DWLS,8,200,2,-4.009170895031741,-2.6847429993617498,-3.664519649445767,-2.2212136309375157,-2.177907096052714,-3.447154573002234
1578,DWLS,8,200,2,-4.516787990218542,-3.481106755018219,-2.360358905465967,-2.1943288956448357,-2.205644946010504,-2.1617638624764943
1579,DWLS,8,200,2,-4.319199188258042,-4.942046618114721,-2.2764301826770272,-2.2065691606845155,-2.189412575047854,-2.0875717113206447
1580,DWLS,8,200,2,-2.677002140087302,-3.601177893335619,-0.455970712443457,-2.1994188631101155,-2.1997018638801142,-2.2488808841025234
1581,DWLS,8,200,2,-3.6537240695911812,-4.86535271082522,-2.105464984786177,-2.2743557688094054,-2.189412575047864,-2.152389298072034
1582,DWLS,8,200,2,-2.1705535085684016,-2.756341166518139,-1.2495416873195768,-2.1925508150542354,-2.189412575047854,-2.364862962690374
1583,DWLS,8,200,2,-3.350634539660742,-3.52817011645232,-2.8518583695956066,-2.2065691606845044,-2.172817128587444,-2.6196736115845636
1584,DWLS,8,200,2,-1.2796635986368223,-2.9451949254039502,-2.8138301305824363,-2.233638890759865,-2.181223335682894,-1.7574928807653336
1585,DWLS,8,200,2,-4.484212566177242,-4.513520158097021,-3.5274147032284366,-2.1905208806543355,-2.169009113596934,-2.1858717410592545
1586,DWLS,8,200,2,-2.1143180224710125,-3.01363742389089,-1.345025581174477,-2.2271567130679055,-2.171039047996834,-3.061947943155215
1587,DWLS,8,200,2,-2.813092038415711,-2.7061883799519295,-1.649760059819217,-2.2065691606845044,-2.169009113596934,-2.7054268872752236
1588,DWLS,8,200,2,-3.023941005885242,-3.2059688023166193,-1.8003611277819866,-2.1994188631101155,-2.169770069545533,-2.0825567800583644
1589,DWLS,8,200,2,-3.3967338767021515,-3.66563516152502,-1.1542501099233868,-2.1925508150542354,-2.2121271237024636,-2.3428374693877445
1590,DWLS,8,200,2,-1.8131958431384017,-2.7565840922701605,-1.3575764652069569,-2.1925508150542354,-2.177907096052714,-2.3243001932623533
1591,DWLS,8,200,2,-4.606341772545141,-4.10260570519482,-4.852850668207727,-2.1943288956448357,-2.185057393627114,-2.2469640467841043
1592,DWLS,8,200,2,-2.8142422410362924,-3.0544236027007994,-2.9350784075473877,-2.1902673004729354,-2.1728171285874343,-2.764748397973854
1593,DWLS,8,200,2,-2.3257149419597223,-2.9355289684569295,-1.973908870173547,-2.215804417265706,-2.1997018638801142,-1.8297062501275745
1594,DWLS,8,200,2,-2.5347089378586514,-3.0390467458940003,-2.2469986752449276,-2.2109243421052556,-2.194292650208314,-1.2419330178982835
1595,DWLS,8,200,2,-2.729690125966812,-3.9015752062692197,-3.3674178992489874,-2.1912818366029345,-2.185057393627103,-2.2621235489177645
1596,DWLS,8,200,2,-2.2539092484442023,-3.738906846676721,-2.208899446972227,-2.2109243421052556,-2.171039047996834,-2.1520805975963744
1597,DWLS,8,200,2,-3.6195523503936218,-2.87131664124185,-4.787947176239996,-2.1912818366029345,-2.169009113596934,-2.0987989876829745
1598,DWLS,8,200,2,-2.399824271195962,-2.4737454302872592,-2.8713283341184566,-2.2212136309375157,-2.1751058264793843,-2.8197161901754546
1599,DWLS,8,200,2,-1.9379512338078526,-2.1311042509845906,-3.9527721470623063,-2.2158044172657156,-2.169009113596934,-2.8820509556894134
1600,DWLS,8,200,2,-2.3273252407761125,-3.7951404660989203,-2.073858075460467,-2.2158044172657156,-2.171039047996834,-1.6972840534816138
1601,DWLS,2,400,2,-0.6602290266357613,0.05815308754537063,0.23715366073540287,0.41964335736484476,0.43487119012614595,0.5684621395011059
1602,DWLS,2,400,2,-0.43198035989982164,0.06873739270191054,-0.5223350707265269,0.4017876149391447,0.43684950307879555,0.04902713097057615
1603,DWLS,2,400,2,-0.027893995716361808,-0.16692575399529924,-0.2880372036353267,0.4052340222366155,0.44093123448874644,0.4300860710911167
1604,DWLS,2,400,2,-0.7512997378011712,-0.3984757183744303,-0.04330210225959655,0.41910595495853464,0.44093123448874644,0.4634172154795363
1605,DWLS,2,400,2,-0.10912573257042188,-0.005343767472919259,-0.14144627043139665,0.4097094334277948,0.44115512442224614,0.13863608950238637
1606,DWLS,2,400,2,0.5930855416485685,0.21495839953473012,0.2953775768852134,0.414393926567215,0.43374577103574563,0.35781755439711627
1607,DWLS,2,400,2,0.4264088441806882,0.15850387537096056,0.889639131869973,0.4197776723119051,0.4397215438934468,0.2742646429077955
1608,DWLS,2,400,2,0.14301608859952838,-0.021266613806579515,-0.26511622812855695,0.41870275333216467,0.43487119012614595,0.3701023766545561
1609,DWLS,2,400,2,-0.11696687518631191,-0.6899610015310698,-0.48325989697648664,0.414393926567215,0.4283298098097965,0.7445385331338858
1610,DWLS,2,400,2,-0.8860078064099414,-0.11399954252823002,0.48693070369406344,0.41982244079270536,0.43846582759370645,0.1347086255666763
1611,DWLS,2,400,2,0.43636925515287833,0.34209553545497956,0.2922218992318232,0.41964335736484476,0.44115512442224614,0.12288138963622575
1612,DWLS,2,400,2,0.6243786328005985,0.77272569347243,-0.07072095774705717,0.40830973901077455,0.4412894393693065,0.0574298250606356
1613,DWLS,2,400,2,-0.7297672005820516,-0.2435247321484202,0.21385252305869337,0.41982244079270536,0.41742807528994674,0.4995171810410953
1614,DWLS,2,400,2,0.17320701386497814,0.07708833234232049,0.4171316871734429,0.41964335736484476,0.4337457710357359,0.007027624414986111
1615,DWLS,2,400,2,-0.07089299306292166,-0.7843601327857399,-0.8142064713201267,0.37887812265097465,0.4412894393693065,0.1305045123558654
1616,DWLS,2,400,2,-0.41337268966309193,-0.06666145831006054,0.05902696800894336,0.41982244079270536,0.44133420785010674,0.11072924401288597
1617,DWLS,2,400,2,-0.05581709518653194,-0.3353450421406501,0.48611251632953295,0.41762692060000467,0.44093123448874644,0.2683892115427258
1618,DWLS,2,400,2,0.42185741225924805,0.29542392449829064,-0.13292533869387682,0.4161910532639451,0.43684950307879555,-0.17937152070607448
1619,DWLS,2,400,2,0.668249347781908,0.17608002137468048,-0.3419887506558368,0.41941946743134506,0.4082713737486962,-0.09443635855531374
1620,DWLS,2,400,2,0.18395107762937818,0.1604593094061496,0.0661031470435329,0.4197776723119051,0.44021452038956604,0.3151029544129963
1621,DWLS,2,400,2,-0.29609597162363194,0.03942453841769972,-0.3661346561386065,0.41964335736484476,0.44115512442224614,0.034120476739396555
1622,DWLS,2,400,2,-0.6155418922497213,-0.6954254293213002,-0.33915618588664653,0.41941946743134506,0.43487119012614595,0.48734506499643615
1623,DWLS,2,400,2,-0.7764654817830217,-0.6699308599565592,0.5364573799565432,0.41762692060000467,0.43846582759370645,0.5396207322216253
1624,DWLS,2,400,2,0.30619337836923843,0.1410593089333695,0.08721648428359347,0.4196433573648545,0.44093123448874644,-0.2319078392674645
1625,DWLS,2,400,2,-0.22860785161383165,-0.2689414018972297,-0.3314735211435868,0.414393926567215,0.44115512442224614,0.49054053487953553
1626,DWLS,2,400,2,-0.40663278582886153,-0.052526315149430125,0.5370797595811432,0.414393926567215,0.44093123448874644,-0.01534930025316461
1627,DWLS,2,400,2,-0.8435161251541617,-0.3045258493680397,-0.6270735877983171,0.41964335736484476,0.43913868765740605,-0.059288728250683764
1628,DWLS,2,400,2,-0.0544649036807017,0.05927754879593988,0.7986159869966835,0.41762692060000467,0.43846582759370645,0.38647547635465573
1629,DWLS,2,400,2,-0.8692664983297724,-0.34165552973802055,0.5881217740196731,0.4196433573648545,0.43487119012614595,0.1480542165734164
1630,DWLS,2,400,2,-0.248905754379692,0.12285083227229071,-0.19102266572565696,0.41964335736484476,0.4397215438934468,0.5918702249649757
1631,DWLS,2,400,2,0.12370681373817805,-0.049739638076649884,0.48160316658035285,0.41695406053630507,0.4325291949547963,0.25988615606528653
1632,DWLS,2,400,2,-0.11479044700567209,-0.6169071883264404,-0.6517537568255766,0.3937703951608751,0.4325291949547963,0.21429675765893552
1633,DWLS,2,400,2,0.2909178353280681,0.07610541121436942,0.8121004255274934,0.414393926567215,0.4397215438934565,0.25143249212768587
1634,DWLS,2,400,2,-0.3759295329935318,-0.1350570234364301,0.1094709353530128,0.41762692060000467,0.43846582759370645,0.07174985901940573
1635,DWLS,2,400,2,0.30064941498955805,0.1546024812802499,-0.3530715449320265,0.41335942306874457,0.4359056936246164,-0.08272909632190406
1636,DWLS,2,400,2,0.359289941793578,-0.1048764083152201,0.568348545216183,0.414393926567215,0.42506910138170595,0.4005528916483356
1637,DWLS,2,400,2,-0.01933699670948197,-0.3815747875778,-0.554314924097947,0.41762692060000467,0.43913868765740605,0.05413574097283547
1638,DWLS,2,400,2,-0.31266881680882197,0.13208465132216046,0.4385485496906628,0.41695406053630507,0.4412894393693065,0.5143959232649264
1639,DWLS,2,400,2,0.22139991749334786,-0.0024237137539101505,-0.2954615142873269,0.4153377360213942,0.4232993819965461,-0.06055932288565463
1640,DWLS,2,400,2,-0.8123076974303021,-0.5174408763436694,0.06805475835955296,0.41762692060000467,0.4359056936246164,0.09046918048550567
1641,DWLS,2,400,2,0.18418982098203848,0.3637560347415997,-0.21736475094428706,0.41982244079270536,0.41742807528995646,0.22652955909488598
1642,DWLS,2,400,2,0.08266299209134798,0.11728737668976058,-0.08239078380639711,0.41982244079270536,0.44021452038956604,0.0919420637919166
1643,DWLS,2,400,2,-0.8515921816011616,-0.4843474110932097,0.3651289217937732,0.4197776723119051,0.43846582759370645,0.6741338835418658
1644,DWLS,2,400,2,0.03682262702410788,0.19804905515426047,0.11681208177662314,0.41695406053630507,0.4325291949547963,0.7853251513104162
1645,DWLS,2,400,2,-0.2980732806030416,-0.3413262099136602,-0.7688534130013768,0.41982244079270536,0.44133420785010674,0.3502082566004955
1646,DWLS,2,400,2,-0.5437654706695216,-0.17326514622370004,0.4833581591287529,0.41820977683604543,0.4232993819965461,0.29201426370119576
1647,DWLS,2,400,2,0.6041831008645582,0.18400361494299994,-0.07144484796895653,0.41101742789740464,0.42674578929401685,0.22584386243225535
1648,DWLS,2,400,2,-0.06910484755907192,0.12310043723006009,0.045862762937683155,0.4153377360213942,0.44115512442224614,-0.029065270814923605
1649,DWLS,2,400,2,0.12232141944123823,0.11030049994634056,-0.20810496790651667,0.4161910532639451,0.43913868765740605,-0.08245773072873414
1650,DWLS,2,400,2,-0.1347567676919216,0.05506789318599076,-0.22793731250950675,0.4161910532639451,0.440617722015936,-0.25934422976696403
