id,method,factors,nobs,ncat,bias_withC_L_SE6,bias_withC_L_SEa,bias_withC_L_SE7,bias_withC_T_SEi6,bias_withC_T_SEi7,bias_withC_C_SE1
1754,PML,2,400,2,0.04587958144355794,0.13024221321842055,-0.37515911449544703,0.42630518833505493,0.4489806590761661,0.10189633229694545
1755,PML,2,400,2,-0.34530791844528186,-0.02517242271776049,-0.21588215906247696,0.42359007385275455,0.44895872112972607,0.39320755626373605
1756,PML,2,400,2,-0.36507202710682196,0.4119593759052506,-0.13923482567846715,0.4280694844243649,0.4501826465548059,0.2884730400920063
1757,PML,2,400,2,0.700673681337928,0.14321289031774959,0.19108959713180287,0.42774604170605496,0.44532550479398636,-0.5012913902306835
1758,PML,2,400,2,-0.18507406767484177,0.2891670485358003,-0.14384158555339685,0.42793858152718467,0.44162817451313674,-0.24270837374555376
1759,PML,2,400,2,0.7251547132463183,0.1850546838846001,-0.7706153892083866,0.4249206043971346,0.44596992102396565,-0.3421147979721345
1760,PML,2,400,2,-0.5198134083318415,-0.04076170310901017,0.6569226595191234,0.42689519094086525,0.4489504429316768,-0.18417764864257363
1761,PML,2,400,2,-0.7875156324298014,-0.3626092752992596,0.5326149393391828,0.4266994631246343,0.4486133841788767,0.3595973349450665
1762,PML,2,400,2,-0.23648580760497195,0.05457891882685029,1.144673408053213,0.4274714185532144,0.4476639783278169,-0.1324256305015134
1763,PML,2,400,2,0.2129397946325183,-0.20817142530867028,-0.657442065518167,0.4247928626260944,0.4388407843063158,-0.10698722074212463
1764,PML,2,400,2,-0.6361273526056712,-0.7586932240973996,-1.2031146999603968,0.42761861453799455,0.42823071856823575,-0.04349982352199466
1765,PML,2,400,2,-0.6116421925433019,-0.17030966282498006,0.5803117691903531,0.4203052957235054,0.44875890268310653,0.12985782942763618
1766,PML,2,400,2,0.44020132287122815,0.8568629943912998,-0.4094564461361569,0.4162831682982551,0.44769769321648667,0.15061557932999625
1767,PML,2,400,2,-0.628997490586472,-0.6719437844142695,-0.17206468902384656,0.42340198518960453,0.44914711927136614,-0.30770808226250335
1768,PML,2,400,2,-0.9971682750866919,-0.5295012832829695,-0.25293365860299677,0.41631324395738495,0.44038150966846656,0.0588179245471665
1769,PML,2,400,2,-0.7348720338691717,-0.6445716166906104,-0.09631125178171662,0.4274265941504943,0.44870021139928606,0.5846069730279159
1770,PML,2,400,2,0.16433154414721846,0.041572085733189434,0.2757968392379531,0.42719929736531465,0.44880721381801575,0.29695860304248534
1771,PML,2,400,2,0.7043647491329484,0.2668082977817704,-0.8999852475534066,0.4150086661290048,0.4380971485455659,-0.5256583445994543
1772,PML,2,400,2,1.0232876732738685,0.6594149492327104,-0.144796023733397,0.42316988953595425,0.44499128397240684,-0.08473110537818435
1773,PML,2,400,2,-0.20142941708784154,-0.32229445410421054,0.21389484799348296,0.42728415341279496,0.44984208828004607,0.3954656101990861
1774,PML,2,400,2,-0.3577096259098217,-0.2709946610356298,0.5297288907980834,0.4259955052810349,0.44924167306710644,0.2722798923021255
1775,PML,2,400,2,-0.18429596760382166,0.13111255774311964,0.4566309979806532,0.4277977682747347,0.4434244356082667,-0.42208749858280437
1776,PML,2,400,2,-0.5146394629226823,0.10174307641306057,-0.05420410687053678,0.4260508065567048,0.4466962045853465,0.02955606014916623
1777,PML,2,400,2,-0.7110162040587718,-0.5999968171774797,0.18897279073848347,0.4248641419849042,0.4453873998340768,0.021470488364816465
1778,PML,2,400,2,0.3591809235114679,-0.12259379585195934,0.3374194961116732,0.4218010402333147,0.4490610296009265,0.08565652962727599
1779,PML,2,400,2,-0.4146786331157719,-0.10608511809389043,-0.2677568417957965,0.42674942919552483,0.44854402358160683,-0.12418947293938443
1780,PML,2,400,2,-0.07300002102315212,-0.31564443236822004,-0.022872869127076728,0.42168730673228516,0.43685020549817655,0.23244990610163663
1781,PML,2,400,2,0.043962669401578086,0.1235707490984797,-0.18575097200616703,0.42189225982724454,0.44745846289885594,0.25050684232033604
1782,PML,2,400,2,-0.8494484048500311,-0.6144724397417103,0.5453481280212231,0.42687879784819444,0.4448300821787765,0.4094929016970561
1783,PML,2,400,2,0.05373544506067848,0.35076047169489005,0.14201848631199346,0.4263173024849354,0.44510000451043613,-0.20098417264678425
1784,PML,2,400,2,-0.6371922266126012,-0.13820211101021052,0.17463401212638313,0.4264798828458344,0.4306284291504564,0.25806772997751665
1785,PML,2,400,2,-0.17940818728937186,-0.4074925461801701,-0.5762697310564266,0.40431480474367454,0.4471453847024867,-0.2793157776552743
1786,PML,2,400,2,-0.5236879716621721,-0.16519230085970948,-0.2513637252658671,0.4259661952630653,0.44710118073877647,0.21672729675472624
1787,PML,2,400,2,-0.40471516807657204,-0.5523576244999093,-0.12834313128751718,0.4235921819059643,0.4439981814470667,0.5082470501376459
1788,PML,2,400,2,-0.19436078103107213,-0.5446794924945499,-0.6179563026341768,0.41466150311529476,0.44683954954003596,0.13640990830389582
1789,PML,2,400,2,-0.20894686749668157,0.15184506430444972,-0.5552207140673067,0.42140415297077516,0.44815604620902644,-0.04068294391743332
1790,PML,2,400,2,-0.481344035699232,0.13470081153737073,0.07741336971038293,0.42598192203725516,0.44535044063288565,-0.256993468443964
1791,PML,2,400,2,-0.6914676955535812,-0.46079399351696,-0.6818262206317566,0.42779702828193433,0.4428067065060562,-0.2606495992960936
1792,PML,2,400,2,-0.1904635389914415,-0.17105955491635988,-0.5482396041767569,0.42737061689173544,0.4488908914625264,0.43153728207998565
1793,PML,2,400,2,-0.4074733408316017,-0.16291702964684046,-0.004704062145796661,0.4224553231562053,0.4471422364619268,0.5705969273885857
1794,PML,2,400,2,-0.1885523072537719,-0.21473774894652936,-0.5508275583292268,0.42748446752166464,0.44155310019701605,-0.48748769260885394
1795,PML,2,400,2,-0.20674949561230171,-0.5509701717046706,0.46170393045742303,0.42743482235055447,0.44800383706790625,0.07165012449827646
1796,PML,2,400,2,-0.45085851986448183,-0.10461689563470988,0.45521381940945294,0.4149947383953051,0.4485955918670362,0.16794823957321653
1797,PML,2,400,2,-0.39204960515436194,-0.2459937728647804,-0.4886567053129266,0.4256093790938442,0.44843572297155604,-0.18229344070131437
1798,PML,2,400,2,-0.5543733392676511,-0.24208225832032942,0.8213579360935135,0.4232977579495853,0.44653920837539607,0.16879957133393575
1799,PML,2,400,2,-0.3705879661691718,-0.37016155597524025,-0.6004051614304069,0.4269982603640851,0.4479518823301859,0.28424344535416535
1800,PML,2,400,2,-1.1963080906728818,-0.9770104903791793,-0.6870436633256372,0.427770359049795,0.44191104708794643,0.4118050809696863
1801,PML,2,400,2,-0.9263599154694824,-0.7722809149325299,-0.18834474951023653,0.42574695202385465,0.4455975894646566,0.418749934722816
1802,PML,2,400,2,-0.5914421279292523,-1.0615379798802893,-0.2957114254855169,0.4258187995123855,0.44862723996409587,0.07239065059004568
1803,PML,2,400,2,0.447161225602128,0.4163038922289905,-0.2018539380046265,0.4191233000407746,0.4276448025701568,0.18994237730272645
1804,PML,2,400,2,-0.4343574645836519,0.008117509655529431,0.3815988343398233,0.4213549974547953,0.4486672717843157,-0.16214529895804408
1805,PML,2,400,2,-1.6279562217259722,-0.3793971032310606,-0.47629587812248675,0.42781423758579545,0.4427128386402565,0.5222581238106359
1806,PML,2,400,2,-0.17599082355912177,-0.027928383436630344,0.09844071227528284,0.42726621092237516,0.4232591422756657,0.044076124514726145
1807,PML,2,400,2,0.23590496632982794,-0.06899681064013036,-0.05941107717233676,0.42761382309644547,0.44053282843057595,-0.06781236724253403
1808,PML,2,400,2,-0.057591627974772075,0.16407411287388957,0.3663567294868733,0.4283037661962946,0.44387937477882583,-0.4679462533347334
1809,PML,2,400,2,-0.5104013263557319,-0.3525084121876493,0.2741696109941232,0.4277529213541145,0.44577007158548565,0.36413800643107647
1810,PML,2,400,2,-0.028451108702971795,-0.36232898612768016,-0.5536413153943369,0.42753011870643454,0.4483999551138762,0.17413928067529644
1811,PML,2,400,2,-0.2595395694089321,-0.7409089563220796,-0.2663251772425268,0.42820914552547523,0.43530084280043596,0.2485625878594161
1812,PML,2,400,2,-0.5245135675687116,-0.14236114965126972,-0.6867982429975668,0.4081333885822949,0.449591473448796,0.31075641955628647
1813,PML,2,400,2,-0.7406245290239422,-0.4778115124048604,0.41751510744532305,0.4217720275359743,0.4310237667928665,0.041027026435476455
1814,PML,2,400,2,-1.1008874786383613,-0.15513392658934033,0.7876062649798634,0.4259112150983055,0.44434619924218627,0.21569434547838578
1815,PML,2,400,2,0.06188547938106789,0.33674583879133024,0.04212393208822343,0.4259401266881749,0.44954323739129637,0.13876321656260543
1816,PML,2,400,2,-0.3838063981816221,-0.4321639592024293,-0.23792302264352694,0.4277276843218644,0.4448238709210267,0.09871525578944579
1817,PML,2,400,2,-0.7714807050181016,-0.69951074450324,-0.5258945158606267,0.4260071112734354,0.44975541207223635,0.7602073667518062
1818,PML,2,400,2,-0.7851720084056115,-0.14947921410699005,0.440603925958883,0.42799573784756545,0.4423106935855764,-0.24792161706572446
1819,PML,2,400,2,-0.8520339455455217,-0.8441775786706198,0.6048630880247929,0.42582241878966476,0.45098879348701576,0.33038636202590566
1820,PML,2,400,2,-0.9555990185473623,-0.20437251967179992,-0.11290674266785719,0.4278657641764355,0.4481669877674857,0.14614884996047572
1821,PML,2,400,2,-0.3079653654157216,-0.39018070250470965,0.913346465875433,0.4254356632737155,0.43396511154596557,0.4397133857421062
1822,PML,2,400,2,0.8412368137075084,0.4971376906263203,-0.8081451522369165,0.42235464197237504,0.44897240741786637,-0.7183548933191036
1823,PML,2,400,2,-0.5142295957960313,-0.49432783063317054,-0.24198499723793662,0.4224506776604242,0.44722052443473687,0.010608399188095918
1824,PML,2,400,2,-0.0508016704297419,0.04552298239847985,-0.17748966580380665,0.4267747892688842,0.4473002783221866,-0.11104992918487405
1825,PML,2,400,2,-0.0018795188994918943,0.4378195015327005,0.7264934614393731,0.4275833576208546,0.43440102758360577,-0.15315613191695387
1826,PML,2,400,2,-0.34974024389648195,0.24807967851051965,0.17078474290280338,0.4270438812961144,0.4425754962535666,0.12198273409718546
1827,PML,2,400,2,0.5331801268241482,0.23112500382895945,0.39317610929801294,0.41789158140847493,0.437858487552166,0.34368998516772636
1828,PML,2,400,2,-1.1001016353538215,-0.9857924540020602,0.3960180247733633,0.426724133883985,0.44906046004521555,0.048014935877326026
1829,PML,2,400,2,-0.1549744747498416,-0.2329697924912097,-0.7781398512727266,0.4280178196699444,0.4379944506058067,0.4528845307477866
1830,PML,2,400,2,-0.052874599942951545,-0.19747207672077965,-0.36606650051254697,0.42727095186780445,0.44839530364988583,-0.46660423201330403
1831,PML,2,400,2,0.010218176432218173,-0.27889599846192964,0.7318313699375134,0.42494584357648524,0.4384918099473459,0.2868904315738455
1832,PML,2,400,2,-0.44038688227954204,-0.21182563693196016,-0.1586210969380969,0.42718551038945507,0.4392594434526359,-0.17107275606250416
1833,PML,2,400,2,-0.23943649473038217,-0.4244293031586993,-0.07220556519892674,0.42668636786532543,0.4484301826280568,-0.053536461148254166
1834,PML,2,400,2,-0.26809834664117194,-0.31130295561603016,0.5903335315198328,0.4177744561322652,0.4468583691726258,0.374920494611386
1835,PML,2,400,2,0.21901237827651812,-0.19623914254381924,0.15373619230396318,0.42350736391871535,0.4431588609798365,0.12249315356440554
1836,PML,2,400,2,0.18408624375045798,0.028965542428539826,-0.0033786928326867693,0.42416031846910507,0.4495047679308667,-0.2826728621495536
1837,PML,2,400,2,-0.280203618505822,-0.12618058738416982,0.33494159601947304,0.42715614791027506,0.4494207977491657,0.2319930185849764
1838,PML,2,400,2,-0.6941402241059922,-0.2599719914317705,0.01816786329971315,0.42468662571471527,0.4272529697663466,0.06555899299403589
1839,PML,2,400,2,-0.6017659716581816,-0.024956794937119886,-0.3287647444431767,0.4278696760791942,0.445088862102426,-0.2994117767957438
1840,PML,2,400,2,-0.05067965693398152,0.13939162602270988,0.1572447181815831,0.4257988214754052,0.44141341059452666,0.42377295548418625
1841,PML,2,400,2,-0.5429423979132917,-0.10424412987077997,0.4025344626306729,0.4278933671816143,0.4451679497747066,0.5332912641711054
1842,PML,2,400,2,0.18710704654839802,0.2909598773427599,0.26369822510288327,0.411559574786885,0.446058918395896,-0.19224543674374456
1843,PML,2,400,2,-0.5971162153072418,-0.6505629062061993,-0.6568115212927765,0.4275706977949545,0.4498305726971963,0.05656826646953661
1844,PML,2,400,2,-0.06892709616334175,-0.15170578254811995,0.5262345927291329,0.41927162482457425,0.4476824850191269,-0.45478546849253426
1845,PML,2,400,2,-0.3521197443343317,0.4092148510510596,0.15360423461953307,0.4191121555161742,0.43939785108307594,0.13441636185179545
