id,method,factors,nobs,ncat,bias_withoutC_L_SE6,bias_withoutC_L_SE7,bias_withoutC_T_SEi6,bias_withoutC_T_SEi7,bias_withoutC_C_SE1
326,DWLS,2,200,2,-1.9418530708873756,-1.9503517712168892,-2.195915167044492,-2.168124806255002,-1.297088483431144
327,DWLS,2,200,2,-2.1957426172069248,-1.1787237696836392,-2.199749224988712,-2.162789049321151,-2.782250335240123
328,DWLS,2,200,2,-1.7783855635992247,-1.998003790622789,-2.2041044064094613,-2.162789049321151,-2.4035675731674435
329,DWLS,2,200,2,-2.4075783000381255,-3.3366261802388193,-2.1834473647771317,-2.1780763734027317,-2.1289105061931837
330,DWLS,2,200,2,-1.1989075092824542,-2.18023801722253,-2.214393695241712,-2.162789049321151,-2.4620579879275932
331,DWLS,2,200,2,-0.5399836770460249,-2.879601225168729,-2.214393695241712,-2.1927208436557324,-1.9181278104928436
332,DWLS,2,200,2,-1.8673581168264952,-1.4790285963527494,-2.183700944958532,-2.1986639257861222,-2.211593992087894
333,DWLS,2,200,2,-1.264694301640855,-1.3818657152496596,-2.195915167044492,-2.168124806255002,-2.7086753188565544
334,DWLS,2,200,2,-0.5058980474745247,-1.759587107670759,-2.187508959949032,-2.1709260758283317,-1.8066353841316634
335,DWLS,2,200,2,-2.138719374078815,-0.8056908169968492,-2.183700944958532,-2.1742423154585118,-2.6478129939143544
336,DWLS,2,200,2,-3.218682394590175,-2.4059648005518492,-2.1857308793584314,-2.168124806255002,-2.4828717133035543
337,DWLS,2,200,2,-0.7985605558491551,-1.2496341145969592,-2.195915167044492,-2.1620280933725518,-1.5136306075407835
338,DWLS,2,200,2,-2.592390666912875,-3.04712120016888,-2.183700944958532,-2.182431554823472,-2.8665618787520137
339,DWLS,2,200,2,-1.6869848527446842,-1.7989965186747696,-2.220336777372102,-2.1709260758283317,-2.1719587096300743
340,DWLS,2,200,2,-1.2411253422014255,-2.2544038306237786,-2.192598927414312,-2.1640580277724517,-1.1144054288743237
341,DWLS,2,200,2,-0.9737659953233551,-2.47789325891815,-2.183700944958532,-2.1620280933725518,-2.227044482972124
342,DWLS,2,200,2,-1.9804899662759847,-1.100756779420809,-2.2203367773721117,-2.1709260758283317,-1.9245333637880238
343,DWLS,2,200,2,-0.49928632602110473,-3.311616001673319,-2.2041044064094613,-2.1617745131911517,-2.5627172310243336
344,DWLS,2,200,2,-3.1769577828526145,-0.7457975748411095,-2.2414240728904007,-2.182431554823472,-1.8562609806854937
345,DWLS,2,200,2,-2.609006351854484,-0.24734312352236928,-2.1834473647771317,-2.1617745131911517,-2.410329962985984
346,DWLS,2,200,2,-1.593640315499055,-0.41276417963733925,-2.192598927414312,-2.162789049321151,-2.3783115472732446
347,DWLS,2,200,2,-2.9125072537891055,0.9786060099826709,-2.184461900907131,-2.1658361083630617,-1.9447692386801232
348,DWLS,2,200,2,-1.7833762206361945,-1.4404128784809997,-2.187508959949032,-2.168124806255002,-1.6394547384040643
349,DWLS,2,200,2,-2.5319518205398253,-0.6528814010495793,-2.184461900907131,-2.1824315548234816,-2.2265343000733835
350,DWLS,2,200,2,-0.9406684226939049,-1.095686900355909,-2.189797657840982,-2.165836108363052,-1.1672838767713634
351,DWLS,2,200,2,-2.8765735169854048,-0.7240267399566597,-2.2414240728904007,-2.1620280933725518,-2.0416680458393137
352,DWLS,2,200,2,-1.9749847328533645,-1.7849037809325792,-2.183700944958532,-2.1640580277724517,-1.8077833556751841
353,DWLS,2,200,2,-2.555372159010945,-2.7980968748451893,-2.189797657840982,-2.165836108363052,-2.4401123738116537
354,DWLS,2,200,2,-1.9727274316952341,-1.5444567147697195,-2.1997492249887007,-2.2458629815276216,-2.7052755377830042
355,DWLS,2,200,2,-3.0607451586855543,-2.80468270634959,-2.2203367773721117,-2.168124806255002,-2.9319222734180235
356,DWLS,2,200,2,-2.0057899512250845,-0.9041827463484892,-2.195915167044492,-2.2121731143443415,-1.6685330972062138
357,DWLS,2,200,2,-2.039071768154245,-2.03516866579999,-2.258261352808652,-2.1617745131911517,-1.9571374796289633
358,DWLS,2,200,2,-2.495179658194925,-1.6926291634134296,-2.2089844815699116,-2.1709260758283317,-2.4605469255486234
359,DWLS,2,200,2,-1.940946717510865,-0.7908866241520297,-2.184461900907131,-2.2051461034780813,-2.8509948083374037
360,DWLS,2,200,2,-1.9434036117872449,-2.1174929971301895,-2.1997492249887007,-2.168124806255002,-1.9358707141700044
361,DWLS,2,200,2,-2.9621858304542545,-3.167731250758099,-2.1959151670445016,-2.187311629983932,-2.9691212550843242
362,DWLS,2,200,2,-2.0642757250131343,-1.7303586829858595,-2.1857308793584314,-2.1617745131911517,-2.432890585547624
363,DWLS,2,200,2,-1.1936757953461843,-0.3286808684426393,-2.220336777372102,-2.165836108363052,-1.489839338974204
364,DWLS,2,200,2,-2.870918809403135,-1.6707086903300896,-2.184461900907131,-2.1824315548234816,-2.686237150687794
365,DWLS,2,200,2,-2.2793415160555552,-0.3996961462873795,-2.195915167044492,-2.1620280933725518,-0.8073284048995641
366,DWLS,2,200,2,-1.6736951962033244,-3.291927788852869,-2.192598927414312,-2.1658361083630617,-2.286233102347683
367,DWLS,2,200,2,-1.558568260034765,-1.5134001411703193,-2.1834473647771317,-2.1927208436557324,-2.1849794000799436
368,DWLS,2,200,2,-2.1494273186992747,-2.0278614664602497,-2.199749224988712,-2.236588501222672,-2.9750764655857034
369,DWLS,2,200,2,-3.4017764620498143,-1.6314695597440894,-2.1857308793584314,-2.168124806255002,-2.3190224502415244
370,DWLS,2,200,2,-0.6700760619318846,-0.3857414667261694,-2.195915167044492,-2.162789049321151,-1.721446564159894
371,DWLS,2,200,2,-2.805061522079115,-0.9454125683299696,-2.183700944958532,-2.1780763734027317,-1.0873560497248538
372,DWLS,2,200,2,-0.9712063186090546,-2.955887515852139,-2.1857308793584314,-2.1640580277724517,-2.5185964768601536
373,DWLS,2,200,2,-3.3742319316693554,-2.39224764806439,-2.2089844815699116,-2.162789049321151,-1.8612037549155844
374,DWLS,2,200,2,-1.903800673715164,-2.21556771322365,-2.214393695241712,-2.168124806255002,-1.8003751740353333
375,DWLS,2,200,2,-3.7871493273062247,-1.7868532253742297,-2.189797657840982,-2.162789049321151,-2.4061722732467943
376,DWLS,2,200,2,-2.9059159714059852,-1.6894894894073496,-2.1857308793584314,-2.168124806255002,-2.5447855351746442
377,DWLS,2,200,2,-1.3660435744511146,-1.3966211930677097,-2.1997492249887007,-2.1709260758283317,-1.8705423602225935
378,DWLS,2,200,2,-3.453568652776065,-2.487756066531109,-2.1857308793584314,-2.162789049321151,-2.3139396365474836
379,DWLS,2,200,2,-2.1916051837006845,-1.317885550536469,-2.184461900907131,-2.1617745131911517,-1.3596859138286037
380,DWLS,2,200,2,-2.6049223628537845,-2.12874290151793,-2.189797657840982,-2.168124806255002,-1.1504598080992938
381,DWLS,2,200,2,-2.5327459778175645,-0.3036981503234094,-2.2089844815699116,-2.1620280933725518,-2.3146452533457733
382,DWLS,2,200,2,-1.0569221079812847,0.12133137901845087,-2.189797657840982,-2.168124806255002,-1.734127547195094
383,DWLS,2,200,2,-0.47120641311907474,-1.1262274703491393,-2.183700944958532,-2.162789049321151,-2.163724055972564
384,DWLS,2,200,2,-1.9981502254644747,-1.2243390251767092,-2.183700944958532,-2.1709260758283317,-2.3682153947799143
385,DWLS,2,200,2,-2.5640375688126853,-2.408432401447849,-2.187508959949032,-2.1620280933725518,-3.2609199685333934
386,DWLS,2,200,2,-3.7094823636730445,-0.9126222839037891,-2.184461900907131,-2.165836108363052,-3.5420512747217443
387,DWLS,2,200,2,-2.540053498533684,-1.4816829181929794,-2.220336777372102,-2.266166365492292,-2.561854061127404
388,DWLS,2,200,2,-1.6934449831751048,-2.1609066890189195,-2.199749224988712,-2.1640580277724517,-1.9842244913318332
389,DWLS,2,200,2,-1.5002793221648645,-1.9257184205835998,-2.183700944958532,-2.1640580277724517,-1.0255157273707431
390,DWLS,2,200,2,-1.926201420314824,-2.1046132064304293,-2.204104406409452,-2.2051461034780813,-1.809676847712964
391,DWLS,2,200,2,-2.1069021287390646,-1.2924038292764097,-2.184461900907131,-2.1742423154585118,-2.1711011993334544
392,DWLS,2,200,2,-1.1913229950216153,-2.69417343322384,-2.189797657840982,-2.1709260758283317,-2.9051773141497734
393,DWLS,2,200,2,-1.1108831297032848,-1.9765090151220397,-2.226818955064061,-2.1742423154585118,-2.612047841590004
394,DWLS,2,200,2,-1.9355388152978548,-1.9076694483065286,-2.1834473647771317,-2.1780763734027317,-1.7642350262813744
395,DWLS,2,200,2,-1.6696855059213145,-4.03217752886369,-2.2089844815699116,-2.168124806255002,-2.1589075080919033
396,DWLS,2,200,2,-2.3176088774950254,-0.3075310979872292,-2.183700944958532,-2.165836108363052,-2.7087294072446837
397,DWLS,2,200,2,-1.711171835388435,-2.06667612216066,-2.1857308793584314,-2.1617745131911517,-2.014709301657984
398,DWLS,2,200,2,-2.7450403564732744,-0.8702239881262092,-2.183700944958532,-2.1620280933725518,-2.195337732834493
399,DWLS,2,200,2,-1.6369585596002947,-0.8605387290445194,-2.192598927414312,-2.165836108363052,-2.491083092059354
400,DWLS,2,200,2,-1.5736636049876545,-1.5999431510431796,-2.192598927414312,-2.165836108363052,-1.7951478745343141
401,DWLS,4,200,2,-0.6875211809770049,-3.542360303870179,-2.2338459659303216,-2.162789049321151,-2.239762250364424
402,DWLS,4,200,2,0.08436562059277522,-1.649771851361699,-2.204104406409452,-2.168124806255002,-1.3907649300920242
403,DWLS,4,200,2,-1.2585105721478154,-1.3663721280442096,-2.183700944958532,-2.168124806255002,-2.1709175377841743
404,DWLS,4,200,2,-2.7515725362180943,-1.9132206669569898,-2.2203367773721117,-2.162789049321151,-2.2976897385900337
405,DWLS,4,200,2,-2.5355706469505552,-3.3071720902959596,-2.183700944958522,-2.1824315548234816,-2.8324561809735234
406,DWLS,4,200,2,-1.5849619263277854,-1.9599980517865294,-2.189797657840982,-2.165836108363052,-1.8691350140556438
407,DWLS,4,200,2,-1.5073069401245143,-1.2183164817717897,-2.1875089599490414,-2.168124806255002,-1.4440977107064434
408,DWLS,4,200,2,-1.7524069145005248,-1.8675504549205093,-2.189797657840982,-2.2121731143443415,-1.2123825730805642
409,DWLS,4,200,2,-2.9390675205893944,-1.121567033744599,-2.2495600804870506,-2.1709260758283317,-2.257534668760694
410,DWLS,4,200,2,-1.5115852651573947,-1.885597154779879,-2.183700944958532,-2.165836108363052,-0.6911154433140443
411,DWLS,4,200,2,-1.592482865621575,-1.8287040866828599,-2.184461900907131,-2.1780763734027317,-2.357288552149164
412,DWLS,4,200,2,-1.4297675812621646,-1.171753507429099,-2.184461900907131,-2.162789049321151,-2.1604291076745636
413,DWLS,4,200,2,-1.8785042774272744,-1.9263227355182488,-2.1837009449585416,-2.1742423154585118,-2.1912607047831836
414,DWLS,4,200,2,-1.5048038979263254,-3.8153824628227597,-2.214393695241712,-2.1709260758283317,-2.5958670338538434
415,DWLS,4,200,2,-2.5749296325761852,-0.8824584124202797,-2.189797657840982,-2.168124806255002,-1.770551046728594
416,DWLS,4,200,2,-1.9073002158610048,-2.75335991832954,-2.187508959949032,-2.1617745131911517,-1.647037650658334
417,DWLS,4,200,2,-2.1783459416721453,-3.381119623719579,-2.189797657840982,-2.1620280933725518,-1.8206222101772238
418,DWLS,4,200,2,-0.7834943592549749,-0.8179656028614195,-2.1997492249887007,-2.1640580277724517,-1.0787971750908232
419,DWLS,4,200,2,-2.559814334888455,-2.718183879739339,-2.187508959949032,-2.1620280933725518,-2.3918707949235243
420,DWLS,4,200,2,-2.0109311667811145,-3.2663279519437,-2.183700944958532,-2.178076373402721,-1.8921102447960136
421,DWLS,4,200,2,-2.507765828045874,-1.1277609625001497,-2.184461900907131,-2.1617745131911517,-1.1709022119104338
422,DWLS,4,200,2,-2.6622238063371952,-0.5968982411156294,-2.1959151670445016,-2.1780763734027317,-1.9574747379312334
423,DWLS,4,200,2,-2.839174662909155,-2.7247849918713096,-2.184461900907131,-2.1927208436557324,-2.646459212080314
424,DWLS,4,200,2,-1.7762525601892343,-0.9905338580253997,-2.183700944958532,-2.1620280933725518,-2.2438230631746032
425,DWLS,4,200,2,-3.3624085968234145,-0.2695501216515697,-2.1857308793584314,-2.165836108363052,-2.8445900826645234
426,DWLS,4,200,2,-2.803894329101025,-2.1831960210381696,-2.189797657840982,-2.1640580277724517,-2.5946487733470844
427,DWLS,4,200,2,-2.737619627699005,-2.927323050478049,-2.187508959949032,-2.1640580277724517,-2.6238759723043237
428,DWLS,4,200,2,-2.180126088354635,-2.0609611949126694,-2.199749224988712,-2.1620280933725518,-2.446347607162563
429,DWLS,4,200,2,-1.7425414404791242,-1.0662084930546296,-2.2041044064094613,-2.187311629983932,-2.2392874541113232
430,DWLS,4,200,2,-2.4065414515491543,-1.2859321411928297,-2.192598927414312,-2.1742423154585118,-2.3484455002580242
431,DWLS,4,200,2,-0.8796499990793245,-2.0437007401917797,-2.1834473647771317,-2.165836108363052,-2.083278139947564
432,DWLS,4,200,2,-1.7985819963311653,-1.0882625201143796,-2.1857308793584314,-2.1709260758283317,-2.095020496184144
433,DWLS,4,200,2,-1.9628716820188254,-2.991073759532539,-2.183700944958532,-2.1709260758283317,-2.5149114014154135
434,DWLS,4,200,2,-0.7141513914589747,-1.579555245931969,-2.192598927414312,-2.168124806255002,-1.956057189128324
435,DWLS,4,200,2,-2.0600341706964453,-0.8941521672911096,-2.183700944958532,-2.1927208436557324,-1.672954950775024
436,DWLS,4,200,2,-2.603947552015255,-1.6968401927061096,-2.1857308793584314,-2.1824315548234816,-1.6395658014293837
437,DWLS,4,200,2,-3.667233323568475,-0.6556591993796392,-2.2041044064094613,-2.162789049321151,-2.386567372674024
438,DWLS,4,200,2,-2.6807157247750553,-2.346966782693209,-2.192598927414312,-2.1709260758283317,-3.0547854806022636
439,DWLS,4,200,2,-4.422908680612466,-2.6468319309236987,-2.183700944958532,-2.1927208436557324,-1.952223205775963
440,DWLS,4,200,2,-2.3746236833606646,-0.5866976114822495,-2.2414240728904007,-2.1927208436557324,-3.1735665104041244
441,DWLS,4,200,2,-2.5256200479246456,-1.998193498847109,-2.183700944958532,-2.198663925786132,-2.3359386838837732
442,DWLS,4,200,2,-1.8941480129278154,-2.7837767355509397,-2.189797657840982,-2.168124806255002,-1.6290495666771043
443,DWLS,4,200,2,-3.2810562548337945,-1.2778943711610196,-2.189797657840982,-2.1780763734027317,-2.507522730964104
444,DWLS,4,200,2,-1.576202349128425,-1.8847878059308099,-2.220336777372102,-2.1617745131911517,-2.0530209261783243
445,DWLS,4,200,2,-0.4623295282859749,-2.81845926147285,-2.183700944958532,-2.165836108363052,-2.0745933060620834
446,DWLS,4,200,2,-2.302012681530695,-3.0988522143981596,-2.1834473647771317,-2.168124806255002,-1.7005085736618533
447,DWLS,4,200,2,-2.331456784512574,-3.10427801795055,-2.187508959949032,-2.162789049321151,-2.2576389651118536
448,DWLS,4,200,2,-3.1347761013321347,-2.6760012045762087,-2.1857308793584314,-2.168124806255002,-1.6601871130369235
449,DWLS,4,200,2,-2.1116766715138846,-1.5688130460397396,-2.1997492249887007,-2.2051461034780813,-2.714980941481683
450,DWLS,4,200,2,-2.1571973002284346,-1.2562588782653594,-2.195915167044492,-2.165836108363052,-1.7871273379381936
451,DWLS,4,200,2,-1.439564698532285,-2.5270071837569588,-2.1834473647771317,-2.1640580277724517,-2.6057005175467536
452,DWLS,4,200,2,-2.507977892327705,-2.366197182827129,-2.189797657840982,-2.219751221304421,-1.8821531770604834
453,DWLS,4,200,2,-3.249290324632555,-1.3360465541044393,-2.185730879358441,-2.1617745131911517,-2.064461202074794
454,DWLS,4,200,2,-1.8491554513375752,-1.2336544871416693,-2.184461900907131,-2.178076373402721,-2.5198767276535734
455,DWLS,4,200,2,-2.2981811082308443,-0.7500170750115998,-2.195915167044492,-2.168124806255002,-2.3384284370543935
456,DWLS,4,200,2,-1.8804517766330546,-2.2060713224759,-2.1857308793584314,-2.1709260758283317,-1.7371366942745632
457,DWLS,4,200,2,-4.048588248683735,-1.7534066006383096,-2.195915167044492,-2.1927208436557324,-2.3667211088542834
458,DWLS,4,200,2,-1.8726153079736643,-1.6885016201928997,-2.204104406409452,-2.165836108363052,-2.457417702217833
459,DWLS,4,200,2,-2.6480323018121754,-1.7957093491045892,-2.2089844815699116,-2.162789049321151,-2.120719871392614
460,DWLS,4,200,2,-3.327655044627595,-1.4422785837001593,-2.1997492249887007,-2.1620280933725518,-1.5752785952291335
461,DWLS,4,200,2,-2.1000147575089043,-2.4315662466632193,-2.184461900907131,-2.168124806255002,-2.006394530176013
462,DWLS,4,200,2,-1.5508250578887246,-1.4891524820263493,-2.184461900907131,-2.1620280933725518,-1.714452557239754
463,DWLS,4,200,2,-1.1286764289856448,-1.3594342193913194,-2.195915167044492,-2.162789049321151,-0.48537366362219336
464,DWLS,4,200,2,-3.8263561848588648,-3.2770136356567487,-2.183700944958532,-2.1742423154585118,-2.8786569717713233
465,DWLS,4,200,2,-2.0995076810485944,-2.8180780157602796,-2.199749224988712,-2.1620280933725518,-1.7995469134251736
466,DWLS,4,200,2,-1.3176244775949544,-3.8633986549521895,-2.183700944958532,-2.1709260758283317,-2.1761925525588035
467,DWLS,4,200,2,-2.0399183029003245,-0.5236227745555697,-2.189797657840982,-2.1640580277724517,-2.202104986191204
468,DWLS,4,200,2,-2.1215774607412445,-0.44940998004099963,-2.1857308793584314,-2.1824315548234816,-2.0716473335980536
469,DWLS,4,200,2,-2.1326743182004853,-2.77442624853924,-2.192598927414312,-2.162789049321151,-1.7437298193089632
470,DWLS,4,200,2,-2.0462966651584145,-1.9592655516695396,-2.204104406409452,-2.1640580277724517,-2.435459765805574
471,DWLS,4,200,2,-2.356511794971344,-1.2319678101217897,-2.184461900907131,-2.182431554823472,-2.956308206789143
472,DWLS,4,200,2,-2.315064954908025,-0.9485000767551697,-2.183700944958532,-2.162789049321151,-2.0060688310662838
473,DWLS,4,200,2,-2.555176414448784,-2.818506544363179,-2.183700944958532,-2.187311629983932,-2.725350156971934
474,DWLS,4,200,2,-0.9956422808994746,-1.0788304717508996,-2.1857308793584314,-2.1824315548234816,-2.137501577961613
475,DWLS,4,200,2,-2.794594095035145,-1.925139406469889,-2.195915167044492,-2.1986639257861222,-1.7876849903947334
476,DWLS,4,200,2,-1.001430988966355,-2.532022982607729,-2.183700944958532,-2.168124806255002,-1.2108159111246033
477,DWLS,4,200,2,-1.4391158643034154,-1.0552583685591692,-2.184461900907131,-2.1640580277724517,-3.0388366648957237
478,DWLS,4,200,2,-1.3643361486348051,-0.7924484025320491,-2.2089844815699116,-2.1620280933725518,-2.656701663903084
479,DWLS,4,200,2,-2.8386732599610247,-2.792396102025739,-2.1959151670445016,-2.1620280933725518,-2.251119881580084
480,DWLS,4,200,2,-1.0978993602928846,-2.2269497263605595,-2.187508959949032,-2.1709260758283317,-0.9921752866869443
481,DWLS,4,200,2,-1.8826593323588645,-2.287410202911909,-2.2041044064094613,-2.1640580277724517,-2.635927716396934
482,DWLS,4,200,2,-3.268747084804835,-1.919503832155879,-2.189797657840982,-2.1780763734027317,-2.309144963293963
483,DWLS,4,200,2,-2.4614270515598045,-1.6127810111685896,-2.189797657840982,-2.2051461034780813,-2.472710724842554
484,DWLS,4,200,2,-3.049550272755605,-1.0122033780495296,-2.199749224988712,-2.1709260758283317,-2.216078640525204
485,DWLS,4,200,2,-3.0147443937779848,-0.13373387256627942,-2.220336777372102,-2.219751221304421,-2.5886761194133134
486,DWLS,4,200,2,-2.3173487648687057,-0.4876220447354591,-2.184461900907131,-2.1986639257861222,-2.5328702285867437
487,DWLS,4,200,2,-1.680491489725175,-2.7330820755237797,-2.1875089599490414,-2.162789049321151,-1.7881444723364934
488,DWLS,4,200,2,-3.553592542671205,-2.380935388643299,-2.1857308793584314,-2.1620280933725518,-2.3907741256494335
489,DWLS,4,200,2,-2.116295924031565,-1.7692612731270096,-2.192598927414312,-2.219751221304421,-2.6354807514178233
490,DWLS,4,200,2,-2.792830197745255,-0.004305770184989677,-2.1959151670445016,-2.162789049321151,-2.2613713141006633
491,DWLS,4,200,2,-1.2302575947884753,-1.3504568932472296,-2.195915167044492,-2.1640580277724517,-1.8943893642522136
492,DWLS,4,200,2,-2.8639055869010153,-1.037449073176879,-2.208984481569902,-2.168124806255002,-2.5824651905470035
493,DWLS,4,200,2,-0.924375030333445,-0.24831878122483914,-2.226818955064061,-2.1742423154585118,-2.281532004376943
494,DWLS,4,200,2,-2.251810789870755,-2.8164708493468,-2.1857308793584314,-2.165836108363052,-2.804090875379264
495,DWLS,4,200,2,-1.065826417658485,-1.8860460931650391,-2.195915167044492,-2.1824315548234816,-1.3808916544761338
496,DWLS,4,200,2,-3.311956070330904,-2.2924585777117397,-2.220336777372102,-2.187311629983922,-2.2122922043668334
497,DWLS,4,200,2,-1.2007365913105446,-1.2422676584445493,-2.184461900907131,-2.2121731143443415,-1.769434650149404
498,DWLS,4,200,2,-1.1215135533469347,-1.3869150541954491,-2.189797657840982,-2.1617745131911517,-2.111545841416984
499,DWLS,4,200,2,-2.2328455619290644,-0.7343203282175692,-2.187508959949032,-2.1620280933725518,-1.1169483376599634
500,DWLS,4,200,2,-1.6130018255853042,-3.4940667448384395,-2.183700944958532,-2.162789049321151,-1.564677618985054
501,DWLS,4,200,2,-2.094633635433264,-0.2588309940855592,-2.184461900907131,-2.2051461034780813,-1.671255407826043
502,DWLS,4,200,2,-2.2143746437337244,-2.0942595260242793,-2.183700944958532,-2.168124806255002,-2.459287442562694
503,DWLS,4,200,2,-3.0385790326736744,-2.961739460305689,-2.2089844815699116,-2.1742423154585215,-2.0484293811705037
504,DWLS,4,200,2,-3.3159318077737145,-2.5627484637136293,-2.1857308793584314,-2.1986639257861222,-2.707226233197814
505,DWLS,4,200,2,-1.9503764094016245,-2.54873743493471,-2.189797657840982,-2.1640580277724517,-1.8458324998318842
506,DWLS,4,200,2,-1.9335434034208148,-0.5272497615858192,-2.183700944958532,-2.1620280933725518,-2.378850042190593
507,DWLS,4,200,2,-2.0781292741195543,-1.8084766298424593,-2.277392065262672,-2.1640580277724517,-2.473212498670353
508,DWLS,4,200,2,-2.2514952725753545,-0.5730213767129295,-2.2414240728904007,-2.1742423154585118,-1.5787069605670834
509,DWLS,4,200,2,-0.852341150891555,-1.7087572371483493,-2.2089844815699116,-2.1640580277724517,-1.522800481715554
510,DWLS,4,200,2,-1.3707952245229555,-2.90962437708287,-2.192598927414312,-2.1620280933725518,-2.4105258364725435
511,DWLS,4,200,2,-3.632219503978784,-0.12974137179147943,-2.195915167044492,-2.1617745131911517,-1.7738851035282541
512,DWLS,4,200,2,-1.8674150497559452,-1.561819364266749,-2.204104406409452,-2.178076373402721,-2.098487501662484
513,DWLS,4,200,2,-2.346959523200985,-2.524534980923189,-2.183700944958532,-2.165836108363052,-0.24352032771278315
514,DWLS,4,200,2,-1.7161646506752644,-1.3655632953637296,-2.187508959949032,-2.1824315548234816,-1.302916183292764
515,DWLS,4,200,2,-1.627482829962415,-2.909239794828099,-2.1959151670445016,-2.1780763734027317,-1.056938144619754
516,DWLS,4,200,2,-1.5366220656506655,-1.405393630058739,-2.184461900907131,-2.1640580277724517,-2.8776042307814236
517,DWLS,4,200,2,-2.376350475648055,-1.1943361064979592,-2.1834473647771317,-2.1709260758283317,-1.776402301969994
518,DWLS,4,200,2,-3.128455200050295,-2.637255265639779,-2.2089844815699116,-2.1742423154585118,-2.2886425947163334
519,DWLS,4,200,2,-1.2329305467124048,-0.6296021136686293,-2.1857308793584314,-2.1742423154585215,-1.611970186598334
520,DWLS,4,200,2,-3.582259317958114,-0.35654382357934933,-2.2338459659303216,-2.1927208436557324,-2.2931944494828245
521,DWLS,4,200,2,-3.5190705060329854,-1.7012893157300897,-2.1857308793584314,-2.187311629983932,-3.072262760169274
522,DWLS,4,200,2,-2.0100467568398854,-1.9816281375178795,-2.184461900907131,-2.1709260758283317,-2.050425441912923
523,DWLS,4,200,2,-3.4573774697973945,-2.43706270206034,-2.2089844815699116,-2.1927208436557324,-3.269592318577304
524,DWLS,4,200,2,-3.0638105955812844,-0.9219845083866897,-2.192598927414312,-2.1780763734027317,-2.5934729395683935
525,DWLS,4,200,2,-2.9277695142219855,-2.6677967986911493,-2.1857308793584314,-2.1640580277724517,-2.216807898726103
526,DWLS,4,200,2,-2.7268311105341545,-1.0716009393955193,-2.189797657840982,-2.198663925786132,-2.039272769309414
527,DWLS,4,200,2,-3.087788907605064,-3.19384203245848,-2.184461900907131,-2.165836108363052,-3.0365062828155835
528,DWLS,4,200,2,-3.412898568037355,-1.547984482399519,-2.189797657840982,-2.1620280933725518,-2.5599171385105244
529,DWLS,4,200,2,-1.5545375923397553,-2.2727575685295194,-2.192598927414312,-2.1986639257861222,-1.4260497917288033
530,DWLS,4,200,2,-2.0072294072232655,-1.1555146342306997,-2.1834473647771317,-2.1742423154585118,-1.8757426240341533
531,DWLS,4,200,2,-2.5560143409445555,-0.8944162846198798,-2.1834473647771317,-2.1824315548234816,-2.514829286286244
532,DWLS,4,200,2,-1.2817467172361943,-2.4089877100994195,-2.1997492249887007,-2.165836108363052,-1.6710357837248044
533,DWLS,4,200,2,-3.2245612992176156,-0.7532354738317891,-2.192598927414312,-2.168124806255002,-2.9368624459147745
534,DWLS,4,200,2,-2.139280510657185,-1.1597211510222492,-2.1857308793584314,-2.1742423154585215,-1.331080141547264
535,DWLS,4,200,2,-3.7713218724423943,-1.8539469545832188,-2.1857308793584314,-2.165836108363052,-2.007883105436034
536,DWLS,4,200,2,-2.7447386618967244,-2.3544058451753793,-2.192598927414312,-2.1640580277724517,-3.249956752432874
537,DWLS,4,200,2,-2.5549408368676043,-3.3839940694147197,-2.187508959949032,-2.1640580277724517,-2.9753198587552934
538,DWLS,4,200,2,-2.5848510657396853,-2.3305729392447794,-2.1857308793584314,-2.1620280933725518,-2.5337884616012536
539,DWLS,4,200,2,-1.8891149864215848,-0.6470472746591093,-2.192598927414312,-2.1620280933725518,-2.786056782942424
540,DWLS,4,200,2,-2.623879281022935,-0.26855251201450964,-2.192598927414312,-2.178076373402721,-1.7803301218321244
541,DWLS,4,200,2,-1.3638186109839343,-0.4456402061656095,-2.220336777372102,-2.1742423154585215,-2.1557999267137737
542,DWLS,4,200,2,-2.4945794650231154,-1.5815217332344595,-2.184461900907131,-2.168124806255002,-2.552669602537694
543,DWLS,4,200,2,-1.4012951283850341,-1.4160014683267996,-2.189797657840982,-2.1986639257861222,-1.953050797352064
544,DWLS,4,200,2,-1.3770220642616655,-2.065649951277769,-2.1857308793584314,-2.1617745131911517,-2.255414229033184
545,DWLS,4,200,2,-3.691968521022415,-2.026472630814899,-2.204104406409452,-2.165836108363052,-3.4574798718185433
546,DWLS,4,200,2,-1.1461937418952552,-2.773420886297759,-2.226818955064061,-2.2051461034780813,-2.1285966848159643
547,DWLS,4,200,2,-1.8614982937567248,-2.181243220530739,-2.184461900907131,-2.1709260758283317,-2.3728717807585036
548,DWLS,4,200,2,-2.979943832834045,-2.7966358692511393,-2.1857308793584314,-2.1824315548234816,-1.5569149263938542
549,DWLS,4,200,2,-3.0418471254171546,-2.3294465541197296,-2.187508959949032,-2.162789049321151,-2.0305347838391232
550,DWLS,4,200,2,-2.2336851963838447,-1.9355468759435697,-2.189797657840982,-2.162789049321151,-2.173397442202564
551,DWLS,4,200,2,-2.521219217035235,-2.506761751397589,-2.187508959949032,-2.162789049321151,-2.233879544232224
552,DWLS,4,200,2,-0.536437183924985,-1.4244788098847396,-2.1857308793584314,-2.165836108363052,-2.362665401230883
553,DWLS,4,200,2,-2.246389185510715,-2.13897923683522,-2.1857308793584314,-2.1620280933725518,-2.2580213948589236
