id,method,factors,nobs,ncat,bias_withoutC_L6,bias_withoutC_L7,bias_withoutC_Ti6,bias_withoutC_Ti7,bias_withoutC_C1
109,DWLS,2,200,2,32.49060117092617,-6.486790905159384,2.50689082587111,-5.01535834647337,32.76748936874
110,DWLS,2,200,2,34.85757945849885,9.204035369827377,-8.78448378958718,-1.2533469508069301,46.01763826402735
111,DWLS,2,200,2,17.91122898073183,-4.383466776048755,27.931903444745398,0,16.634604193258333
112,DWLS,2,200,2,-15.650375727540672,11.53902937098937,3.76082876612559,-7.52698620998299,-6.68859171641667
113,DWLS,2,200,2,19.29981391102851,-0.37726388256238697,-5.01535834647337,-15.096921549677699,54.089124157129675
114,DWLS,2,200,2,7.641325797394331,-22.21282866093875,-6.27067779432138,-6.27067779432138,35.55093989171767
115,DWLS,2,200,2,18.363690507845163,5.6501670848441155,-3.76082876612559,-5.01535834647337,-22.211412580150665
116,DWLS,2,200,2,2.8728760023863376,-2.5810958800202566,7.52698620998299,2.50689082587111,17.87541458048734
117,DWLS,2,200,2,22.450506373008846,-3.443535136056261,18.9118426272792,-3.76082876612559,35.24704470900068
118,DWLS,2,200,2,-7.72373510069783,-6.495632781488875,0,8.78448378958718,22.783603378254675
119,DWLS,2,200,2,29.169807366017007,4.509147543240874,3.76082876612559,-18.9118426272792,-22.322284772789665
120,DWLS,2,200,2,26.063943754124335,3.76853735543925,16.3658486233141,8.78448378958718,28.81708461403867
121,DWLS,2,200,2,16.578539782078668,-3.3456806813428748,-5.01535834647337,-1.2533469508069301,46.98393647598167
122,DWLS,2,200,2,-5.783650857396165,-7.348904198944753,-12.566134685507398,-12.566134685507398,-44.65614173574167
123,DWLS,2,200,2,9.41276595591134,13.245080952624125,-10.043372051147,3.76082876612559,-9.837527864131335
124,DWLS,2,200,2,32.928920564654,-12.049298160006257,2.50689082587111,-3.76082876612559,14.260073610451007
125,DWLS,2,200,2,27.811377027158674,10.903072532204364,-12.566134685507398,-20.1893479141851,46.15723964942067
126,DWLS,2,200,2,31.549327344644496,8.997718083860114,-11.3038540644565,0,94.59117412113599
127,DWLS,2,200,2,22.1043158931565,-5.797921536674632,-3.76082876612559,12.566134685507398,-45.192185972513336
128,DWLS,2,200,2,38.32846190976301,-9.766460523267378,-2.50689082587111,1.2533469508069301,52.92563666634267
129,DWLS,2,200,2,-1.1085072948358219,2.4052773405023737,-1.2533469508069301,25.33471031358,13.901882295080679
130,DWLS,2,200,2,22.3139493644795,16.993411414762114,7.52698620998299,7.52698620998299,-35.150054734413665
131,DWLS,2,200,2,22.64319150926934,6.769698504805744,-6.27067779432138,1.2533469508069301,15.082042079315999
132,DWLS,2,200,2,12.12868285487767,8.705198985137997,15.096921549677699,5.01535834647337,35.57992152980268
133,DWLS,2,200,2,20.943830379976845,-8.783872239959134,-1.2533469508069301,5.01535834647337,-39.04269748921633
134,DWLS,2,200,2,30.999423125887514,4.422948539835242,13.8304207961405,17.6374164780861,-29.306092478039997
135,DWLS,2,200,2,22.131878660407168,12.428486761064118,8.78448378958718,-16.3658486233141,56.858184610654675
136,DWLS,2,200,2,19.567846262329844,1.811581545595492,0,-2.50689082587111,-7.87062515159733
137,DWLS,2,200,2,-22.737798277996834,8.179889121357489,-22.754497664115,-18.9118426272792,-12.579381455535332
138,DWLS,2,200,2,6.779254470007675,-18.572871574114135,3.76082876612559,-5.01535834647337,47.139485172392675
139,DWLS,2,200,2,16.343669546684,-3.295528791522881,-3.76082876612559,6.27067779432138,50.770484947514674
140,DWLS,2,200,2,15.750579827087163,3.152971137431626,-6.27067779432138,-1.2533469508069301,-0.040855599941658216
141,DWLS,2,200,2,21.812258718263998,-1.9753441497967623,3.76082876612559,-20.1893479141851,-0.4379526494343219
142,DWLS,2,200,2,2.3015388934608345,8.897994878772742,-7.52698620998299,1.2533469508069301,33.298932473105005
143,DWLS,2,200,2,21.245385609235832,-7.671903688340004,-5.01535834647337,-5.01535834647337,31.665850284438672
144,DWLS,2,200,2,27.368439240647174,-13.189393718838135,0,6.27067779432138,-14.75550715620766
145,DWLS,2,200,2,9.33563832764267,-16.99505098681538,-5.01535834647337,3.76082876612559,32.03803688122
146,DWLS,2,200,2,22.13458315635218,5.272252251459497,13.8304207961405,8.78448378958718,9.59764646939267
147,DWLS,2,200,2,29.000749086344168,13.204321951468618,10.043372051147,3.76082876612559,57.44103279904933
148,DWLS,2,200,2,11.195017159488174,-5.528714006766883,-16.3658486233141,10.043372051147,-1.6467898716163352
149,DWLS,2,200,2,8.368787709901165,8.370215153062368,-13.8304207961404,-7.52698620998299,40.435415952551345
150,DWLS,2,200,2,11.726350541409673,5.468973953185366,3.76082876612559,-2.50689082587111,10.292587123541345
